record_id,date,region,country,category,indicator,value,target_value,previous_year_value,population_affected,budget_allocated,budget_spent,projects_completed,projects_in_progress,satisfaction_rating,trend_direction,priority_level,year_over_year_change,target_achievement,budget_utilization
PUB-00345,2024-12-30,East,Canada,Infrastructure,Access to Clean Water,96.28,52.67,37.35,9947834,7366854.89,10982845.45,48,5,1.1,Improving,High,157.78,182.8,149.08
PUB-00346,2022-06-04,West,Mexico,Employment,Air Quality Index,52.33,62.22,16.36,6012460,232315.24,6438409.9,34,41,4.7,Improving,Low,219.87,84.1,2771.41
PUB-00347,2023-08-07,West,India,Housing,Unemployment Rate,93.7,99.99,88.2,9628375,32588446.69,4771192.52,71,5,1.8,Stable,High,6.24,93.71,14.64
PUB-00348,2023-11-10,North,UK,Education,School Enrollment Rate,40.14,55.94,90.64,2803170,44376225.9,14505616.23,16,1,4.0,Improving,Medium,-55.71,71.76,32.69
PUB-00349,2024-02-11,West,Australia,Climate,CO2 Emissions,82.71,89.11,90.97,1607888,3688070.62,2629349.84,8,46,3.8,Declining,Medium,-9.08,92.82,71.29
PUB-00350,2023-08-17,North,India,Housing,Income Inequality,92.51,86.35,37.13,5051233,39275677.05,18690552.65,77,34,4.8,Declining,Medium,149.15,107.13,47.59
PUB-00351,2024-06-22,North,UK,Housing,Air Quality Index,74.89,61.25,54.12,3939309,16609330.64,20875976.64,16,27,4.7,Improving,Low,38.38,122.27,125.69
PUB-00352,2023-08-13,West,USA,Employment,CO2 Emissions,52.99,90.41,72.95,2005500,14651975.01,12497138.55,91,8,3.2,Improving,Medium,-27.36,58.61,85.29
PUB-00353,2023-05-17,Central,Germany,Health,Unemployment Rate,26.62,62.84,75.66,4045441,3117825.05,19404936.62,71,17,1.4,Improving,Medium,-64.82,42.36,622.39
PUB-00354,2024-06-28,Central,Mexico,Health,Access to Clean Water,26.11,77.33,55.28,8732733,16861494.14,4026414.66,53,17,1.3,Stable,High,-52.77,33.76,23.88
PUB-00355,2022-01-27,Central,USA,Climate,Air Quality Index,35.9,69.82,61.57,6600724,49030564.02,5830180.72,51,22,3.8,Stable,High,-41.69,51.42,11.89
PUB-00356,2022-08-31,West,India,Health,Hospital Beds per 1000,18.22,68.86,17.46,2669291,48314856.57,31308392.09,41,23,3.1,Improving,Critical,4.35,26.46,64.8
PUB-00357,2023-08-29,East,Australia,Infrastructure,School Enrollment Rate,11.75,53.86,17.27,1971858,22882179.95,8222604.26,76,32,4.1,Stable,Medium,-31.96,21.82,35.93
PUB-00358,2023-12-24,South,Germany,Climate,Renewable Energy %,65.8,79.22,62.82,7444679,37069930.99,9469860.25,71,9,4.1,Improving,Medium,4.74,83.06,25.55
PUB-00359,2023-02-06,Central,France,Climate,Life Expectancy,28.81,84.18,20.49,9240413,47681601.38,36257388.11,65,20,4.2,Declining,Medium,40.61,34.22,76.04
PUB-00360,2022-08-02,North,Canada,Infrastructure,CO2 Emissions,64.92,79.63,67.62,3526112,38620498.82,15625165.84,8,17,4.0,Stable,Critical,-3.99,81.53,40.46
PUB-00361,2022-06-14,Central,France,Climate,School Enrollment Rate,64.61,62.16,86.07,4188634,29179944.3,23606094.54,27,10,3.0,Improving,High,-24.93,103.94,80.9
PUB-00362,2024-07-13,West,Australia,Housing,Air Quality Index,95.95,67.07,83.06,2945003,22495813.4,46545922.48,67,8,2.2,Declining,High,15.52,143.06,206.91
PUB-00363,2024-10-18,East,Canada,Employment,CO2 Emissions,24.59,51.47,56.43,8642012,16919026.94,24198868.36,82,33,4.6,Improving,Medium,-56.42,47.78,143.03
PUB-00364,2024-05-26,North,Australia,Education,Air Quality Index,76.3,54.72,29.5,230504,10402668.39,18934303.7,4,49,2.0,Stable,Critical,158.64,139.44,182.01
PUB-00365,2024-05-11,Central,Mexico,Infrastructure,Income Inequality,27.06,92.72,17.56,8176889,47573635.85,20194528.64,9,33,4.7,Improving,Medium,54.1,29.18,42.45
PUB-00366,2024-05-26,West,Brazil,Health,Access to Clean Water,12.11,91.58,93.08,517642,21622122.17,27077272.99,24,7,2.5,Stable,Critical,-86.99,13.22,125.23
PUB-00367,2023-11-28,Central,Canada,Infrastructure,Life Expectancy,22.97,94.39,71.61,505207,49210012.7,33776948.29,63,48,2.1,Improving,Medium,-67.92,24.34,68.64
PUB-00368,2022-04-30,Central,France,Climate,Housing Affordability Index,16.25,72.54,67.77,8749355,38987924.6,31736969.71,52,10,1.5,Declining,Medium,-76.02,22.4,81.4
PUB-00369,2023-12-07,Central,India,Housing,Hospital Beds per 1000,56.67,62.64,92.02,363486,41391947.66,31503220.39,89,5,4.4,Declining,Medium,-38.42,90.47,76.11
PUB-00370,2022-12-29,East,Germany,Health,Hospital Beds per 1000,55.15,73.16,61.31,1565896,45312764.15,15759899.7,52,0,4.0,Declining,High,-10.05,75.38,34.78
PUB-00371,2024-08-22,South,Australia,Housing,Life Expectancy,95.79,98.93,78.28,6286870,44828925.54,47153582.41,46,42,1.8,Improving,Medium,22.37,96.83,105.19
PUB-00372,2024-05-06,Central,Australia,Housing,Life Expectancy,91.24,64.26,49.02,8141581,46086783.43,15327011.9,37,31,4.5,Improving,High,86.13,141.99,33.26
PUB-00373,2022-05-18,South,Australia,Housing,Housing Affordability Index,71.4,60.11,62.13,7248712,37312032.2,21616713.84,32,18,3.5,Improving,High,14.92,118.78,57.93
PUB-00374,2022-09-14,Central,Canada,Health,School Enrollment Rate,22.69,62.11,56.75,1288107,43368404.21,2615085.87,48,49,1.5,Stable,Medium,-60.02,36.53,6.03
PUB-00375,2022-02-24,North,France,Infrastructure,Hospital Beds per 1000,25.04,80.74,30.3,3901319,37670840.65,47185886.48,48,28,1.5,Declining,Medium,-17.36,31.01,125.26
PUB-00376,2022-11-24,East,France,Health,CO2 Emissions,52.63,84.59,32.84,7618211,8696190.22,29394461.03,61,21,1.7,Declining,Low,60.26,62.22,338.02
PUB-00377,2022-06-27,East,UK,Housing,School Enrollment Rate,84.7,62.25,32.52,7330188,38504157.93,18594805.02,59,24,1.2,Declining,Medium,160.46,136.06,48.29
PUB-00378,2023-10-20,North,UK,Housing,Unemployment Rate,91.83,87.35,11.48,1734486,45528459.99,39327593.76,84,17,3.0,Stable,Medium,699.91,105.13,86.38
PUB-00379,2024-09-03,West,France,Climate,Access to Clean Water,10.01,75.17,88.11,3132160,496353.5,2640652.54,45,11,1.7,Improving,Low,-88.64,13.32,532.01
PUB-00380,2022-04-23,East,Germany,Housing,Life Expectancy,79.23,57.6,48.44,7867969,7034949.87,39999218.77,31,1,1.9,Stable,Medium,63.56,137.55,568.58
PUB-00381,2024-04-13,Central,Germany,Education,Life Expectancy,59.9,87.31,40.99,7427330,36853475.34,10842263.48,42,42,3.6,Stable,Low,46.13,68.61,29.42
PUB-00382,2022-06-01,South,Canada,Housing,Unemployment Rate,81.64,98.36,19.13,8197573,8215625.47,37305543.69,68,38,2.3,Stable,Low,326.76,83.0,454.08
PUB-00383,2022-05-03,North,France,Education,Access to Clean Water,16.87,68.28,22.09,3497086,3203915.88,20177846.22,67,47,3.9,Improving,High,-23.63,24.71,629.79
PUB-00384,2022-11-16,West,Japan,Climate,CO2 Emissions,10.7,56.87,42.64,5874028,4506815.89,38731381.3,40,36,4.9,Improving,High,-74.91,18.81,859.4
PUB-00385,2022-09-28,Central,France,Infrastructure,Air Quality Index,63.52,64.93,64.83,937272,32200571.29,3923418.2,56,8,1.2,Declining,Medium,-2.02,97.83,12.18
PUB-00386,2023-05-19,East,India,Climate,Access to Clean Water,44.56,64.27,93.82,5181357,29906110.28,15093422.86,64,4,4.8,Improving,High,-52.5,69.33,50.47
PUB-00387,2022-05-22,West,Japan,Employment,Hospital Beds per 1000,24.91,99.45,11.43,401591,42182929.4,23892285.01,77,15,2.2,Declining,Medium,117.94,25.05,56.64
PUB-00388,2022-08-22,North,Canada,Housing,CO2 Emissions,53.63,70.78,21.66,6257036,15588521.32,22481523.73,33,21,4.0,Declining,Medium,147.6,75.77,144.22
PUB-00389,2024-03-11,Central,UK,Housing,Housing Affordability Index,48.78,76.16,51.91,3008849,37340575.91,16660553.92,95,15,4.9,Stable,High,-6.03,64.05,44.62
PUB-00390,2024-09-06,West,Japan,Infrastructure,Renewable Energy %,38.07,76.65,62.68,4468350,10268804.12,14935177.93,58,31,1.3,Improving,Low,-39.26,49.67,145.44
PUB-00391,2024-06-23,West,Canada,Health,CO2 Emissions,29.9,78.7,83.19,4476376,23630845.44,17168437.33,76,48,2.4,Stable,High,-64.06,37.99,72.65
PUB-00392,2022-02-19,Central,Australia,Education,Life Expectancy,59.05,99.06,88.11,6957513,28935868.49,6273776.01,26,44,3.2,Declining,Medium,-32.98,59.61,21.68
PUB-00393,2024-03-02,East,Germany,Health,Housing Affordability Index,31.37,54.66,79.38,9147505,6779402.54,28671676.2,30,1,2.8,Improving,Medium,-60.48,57.39,422.92
PUB-00394,2024-09-05,East,UK,Climate,CO2 Emissions,15.9,82.96,46.64,9453489,40594314.81,4098338.72,9,38,4.2,Stable,Medium,-65.91,19.17,10.1
PUB-00395,2024-05-25,North,Japan,Housing,Air Quality Index,17.24,89.32,21.89,4547006,49491294.69,38457000.5,13,30,1.3,Stable,High,-21.24,19.3,77.7
PUB-00396,2023-02-23,South,Germany,Health,CO2 Emissions,64.67,81.38,13.13,2068651,45183532.7,33776682.36,49,16,3.4,Improving,Medium,392.54,79.47,74.75
PUB-00397,2023-11-18,East,Brazil,Climate,Unemployment Rate,51.46,72.36,64.52,7354082,35871291.6,14932963.14,18,1,2.6,Improving,High,-20.24,71.12,41.63
PUB-00398,2023-05-19,East,UK,Infrastructure,Income Inequality,13.55,78.53,94.72,7443271,6656213.56,5710118.04,27,49,4.3,Declining,High,-85.69,17.25,85.79
PUB-00399,2022-10-05,North,Brazil,Infrastructure,Air Quality Index,95.12,90.27,60.24,133004,45789886.11,35449356.49,81,49,2.2,Improving,High,57.9,105.37,77.42
PUB-00400,2022-11-06,West,Canada,Health,Hospital Beds per 1000,90.2,79.15,25.96,389183,2078824.21,45898340.07,63,41,3.9,Declining,Medium,247.46,113.96,2207.9
PUB-00401,2023-02-11,West,France,Health,Air Quality Index,22.27,70.77,67.37,9013281,22115538.36,32893133.51,36,17,4.7,Declining,Low,-66.94,31.47,148.73
PUB-00402,2024-09-22,West,Germany,Education,Housing Affordability Index,91.25,71.22,36.25,4092414,10696067.82,8039116.97,23,21,2.8,Stable,Critical,151.72,128.12,75.16
PUB-00403,2022-09-10,East,Mexico,Housing,Access to Clean Water,31.45,61.14,42.71,1828660,48053962.71,9819888.21,33,9,2.3,Stable,Medium,-26.36,51.44,20.44
PUB-00404,2023-12-30,South,India,Employment,Life Expectancy,50.14,78.95,86.41,2626138,25324252.33,22886755.03,31,39,3.1,Improving,Medium,-41.97,63.51,90.37
PUB-00405,2022-11-15,North,Germany,Employment,Hospital Beds per 1000,48.43,53.58,92.8,3643563,13934739.13,34187015.55,67,46,3.2,Stable,High,-47.81,90.39,245.34
PUB-00406,2022-05-27,Central,Germany,Education,CO2 Emissions,37.93,76.44,88.82,4995184,5107572.57,20437802.78,51,4,1.3,Stable,High,-57.3,49.62,400.15
PUB-00407,2022-10-10,West,Japan,Infrastructure,Income Inequality,92.82,66.31,10.82,3078325,19488297.7,39154883.14,64,18,2.0,Improving,Medium,757.86,139.98,200.91
PUB-00408,2024-02-15,South,Mexico,Infrastructure,Unemployment Rate,54.32,73.89,54.93,2888884,32631494.18,2947541.78,74,36,4.8,Declining,Medium,-1.11,73.51,9.03
PUB-00409,2024-11-24,North,France,Infrastructure,School Enrollment Rate,17.14,76.61,85.89,3663658,37545619.17,28738963.19,61,29,1.6,Improving,Medium,-80.04,22.37,76.54
PUB-00410,2023-08-06,Central,India,Infrastructure,Life Expectancy,95.67,69.65,14.67,4708366,45174311.94,47915013.69,33,4,2.9,Improving,Low,552.15,137.36,106.07
PUB-00411,2024-11-15,West,Australia,Infrastructure,CO2 Emissions,63.28,91.53,62.17,2226960,48043462.31,16910081.4,93,20,4.7,Stable,Medium,1.79,69.14,35.2
PUB-00412,2024-01-23,Central,India,Housing,Air Quality Index,70.37,59.84,44.72,2986658,8147831.81,18508700.32,16,2,1.5,Improving,Medium,57.36,117.6,227.16
PUB-00413,2024-04-28,Central,France,Infrastructure,Life Expectancy,67.92,95.21,18.27,8054905,10262343.4,503410.07,65,15,2.8,Stable,Low,271.76,71.34,4.91
PUB-00414,2023-03-28,Central,Japan,Housing,Renewable Energy %,50.37,99.87,11.96,3845063,44330461.64,42045810.37,98,7,4.6,Improving,Medium,321.15,50.44,94.85
PUB-00415,2024-10-16,North,France,Climate,School Enrollment Rate,27.67,98.56,75.02,164118,30646600.57,9236849.77,43,15,2.7,Stable,High,-63.12,28.07,30.14
PUB-00416,2022-06-21,East,Australia,Housing,Life Expectancy,90.44,93.54,63.89,7807618,17905451.01,26226198.95,1,20,3.2,Improving,Medium,41.56,96.69,146.47
PUB-00417,2022-06-20,East,UK,Infrastructure,Air Quality Index,30.38,89.41,36.28,7606590,13914483.15,29637179.01,14,31,3.0,Stable,Critical,-16.26,33.98,213.0
PUB-00418,2023-08-09,North,UK,Climate,Income Inequality,67.39,93.14,43.63,6772676,9847511.27,14591991.02,63,13,1.5,Improving,Critical,54.46,72.35,148.18
PUB-00419,2022-11-08,South,Japan,Housing,Unemployment Rate,73.74,57.24,30.92,3801130,33797946.12,30391236.11,55,49,2.8,Improving,Medium,138.49,128.83,89.92
PUB-00420,2023-10-01,South,France,Climate,Housing Affordability Index,46.66,85.84,28.39,7662396,11974967.62,10665346.36,36,1,2.8,Declining,Low,64.35,54.36,89.06
PUB-00421,2023-01-30,East,Brazil,Health,Access to Clean Water,65.51,72.31,74.17,925743,37144207.86,18844727.96,1,35,2.0,Declining,Medium,-11.68,90.6,50.73
PUB-00422,2022-02-14,Central,India,Infrastructure,Hospital Beds per 1000,92.08,84.63,70.89,2982772,19850354.75,18327079.27,48,43,4.1,Stable,High,29.89,108.8,92.33
PUB-00423,2022-03-24,North,USA,Education,Air Quality Index,74.03,65.34,69.78,7298561,48084751.98,35625647.59,29,22,4.3,Stable,Medium,6.09,113.3,74.09
PUB-00424,2022-03-01,North,Brazil,Health,Renewable Energy %,14.67,59.18,78.54,5018799,23337555.51,2090340.62,37,17,2.4,Stable,Low,-81.32,24.79,8.96
PUB-00425,2023-05-17,West,Brazil,Climate,Air Quality Index,47.57,77.66,11.47,1164029,47092544.4,17085225.68,91,27,1.4,Declining,High,314.73,61.25,36.28
PUB-00426,2024-07-17,North,India,Health,Renewable Energy %,27.09,61.31,12.02,6247613,15592601.85,26220194.27,11,3,4.0,Stable,Medium,125.37,44.19,168.16
PUB-00427,2023-11-21,West,Germany,Infrastructure,CO2 Emissions,90.0,95.9,18.3,6991408,11294812.92,14256092.55,33,25,1.2,Improving,High,391.8,93.85,126.22
PUB-00428,2023-05-19,Central,Australia,Housing,Air Quality Index,67.32,51.22,54.03,9640158,43003277.58,10888380.75,48,7,4.7,Improving,Low,24.6,131.43,25.32
PUB-00429,2022-11-01,East,Brazil,Climate,Hospital Beds per 1000,67.67,74.86,68.39,6100356,11949720.27,29626196.99,56,43,2.6,Declining,High,-1.05,90.4,247.92
PUB-00430,2023-05-14,East,Canada,Employment,Hospital Beds per 1000,34.64,55.34,86.14,6186064,9094154.87,34454393.11,31,7,3.2,Stable,Medium,-59.79,62.59,378.86
PUB-00431,2022-05-30,North,Japan,Employment,Income Inequality,36.76,90.49,32.32,7609129,18595155.89,35589853.33,39,36,4.7,Declining,Medium,13.74,40.62,191.39
PUB-00432,2023-03-01,South,India,Climate,Access to Clean Water,53.58,68.16,51.85,9555737,16062458.85,40260057.82,9,22,4.0,Improving,High,3.34,78.61,250.65
PUB-00433,2022-10-21,North,USA,Health,Housing Affordability Index,48.7,50.63,88.22,5295530,27084093.46,44208460.68,82,23,1.1,Improving,Low,-44.8,96.19,163.23
PUB-00434,2023-06-16,North,Japan,Housing,Housing Affordability Index,92.39,98.61,49.39,4358290,18714559.56,6049805.12,84,0,1.7,Stable,Low,87.06,93.69,32.33
PUB-00435,2024-06-14,Central,Japan,Education,Air Quality Index,95.67,85.36,82.16,956572,32218668.86,1015568.72,9,47,1.1,Improving,Low,16.44,112.08,3.15
PUB-00436,2023-12-07,Central,Mexico,Housing,Access to Clean Water,19.15,55.45,71.16,9330650,44201548.31,7091629.54,87,27,1.4,Improving,Low,-73.09,34.54,16.04
PUB-00437,2024-10-25,North,India,Infrastructure,Hospital Beds per 1000,25.06,85.34,47.4,9107433,16945941.22,14558729.1,57,5,3.8,Improving,Medium,-47.13,29.36,85.91
PUB-00438,2024-02-18,North,USA,Climate,Hospital Beds per 1000,53.26,65.1,56.49,9173539,5868676.21,37696311.26,47,37,3.6,Stable,Medium,-5.72,81.81,642.33
PUB-00439,2024-02-18,East,UK,Education,Access to Clean Water,84.72,69.05,52.02,8761516,7993121.03,44265985.84,15,7,3.3,Declining,Medium,62.86,122.69,553.8
PUB-00440,2023-03-04,East,Brazil,Housing,Renewable Energy %,94.95,68.46,50.89,2420120,577824.57,3177607.98,90,37,2.3,Declining,Medium,86.58,138.69,549.93
PUB-00441,2022-09-17,West,India,Education,Housing Affordability Index,68.06,56.83,75.34,2251234,5271608.78,3770398.71,94,42,1.8,Stable,High,-9.66,119.76,71.52
PUB-00442,2024-09-07,West,UK,Health,School Enrollment Rate,98.39,96.83,83.64,2414331,39022537.05,612500.33,31,29,2.3,Improving,Medium,17.64,101.61,1.57
PUB-00443,2023-06-13,Central,Mexico,Infrastructure,Housing Affordability Index,81.72,96.64,36.4,7133794,44179480.69,25298631.87,4,11,3.3,Improving,Medium,124.51,84.56,57.26
PUB-00444,2022-07-31,South,Canada,Health,Income Inequality,16.44,83.29,53.84,3029246,30962690.44,13565391.4,24,9,2.0,Stable,High,-69.47,19.74,43.81
PUB-00445,2024-10-02,South,Australia,Education,Renewable Energy %,55.64,65.98,77.03,768923,34255592.69,29991864.79,44,1,5.0,Stable,High,-27.77,84.33,87.55
PUB-00446,2023-02-18,West,France,Health,Unemployment Rate,43.04,76.91,43.4,3249754,27519216.8,33557379.6,94,14,1.4,Declining,Medium,-0.83,55.96,121.94
PUB-00447,2024-10-14,East,India,Health,Renewable Energy %,90.79,94.12,13.71,2072428,45154941.79,15009232.35,55,6,4.4,Declining,Low,562.22,96.46,33.24
PUB-00448,2024-04-25,West,UK,Housing,Income Inequality,69.17,51.68,94.78,4086404,23279092.26,42789169.54,37,35,1.4,Stable,Low,-27.02,133.84,183.81
PUB-00449,2023-12-03,North,Germany,Infrastructure,Housing Affordability Index,24.96,66.03,76.79,5045145,16326573.78,46462467.24,29,48,3.9,Stable,High,-67.5,37.8,284.58
PUB-00450,2022-05-27,North,UK,Education,Air Quality Index,38.61,51.67,51.74,7936903,3791525.25,22823677.05,86,36,1.0,Improving,Medium,-25.38,74.72,601.97
PUB-00451,2023-11-30,West,Brazil,Housing,Unemployment Rate,27.16,88.08,39.53,786870,34203607.7,42262836.86,68,25,3.2,Improving,High,-31.29,30.84,123.56
PUB-00452,2023-03-07,South,Canada,Climate,Unemployment Rate,18.7,61.46,94.69,2765762,43268672.07,14720438.17,40,44,3.4,Improving,Critical,-80.25,30.43,34.02
PUB-00453,2024-12-08,Central,France,Health,Renewable Energy %,53.24,97.51,43.41,3913355,25227051.28,16866917.38,54,6,1.7,Stable,High,22.64,54.6,66.86
PUB-00454,2022-10-13,South,Mexico,Education,School Enrollment Rate,10.49,52.82,87.38,4999363,47510318.47,5653623.25,70,25,4.6,Stable,Medium,-87.99,19.86,11.9
PUB-00455,2022-03-26,South,UK,Climate,Hospital Beds per 1000,71.56,93.22,74.67,9953474,20921898.76,21482621.77,1,30,4.2,Declining,High,-4.16,76.76,102.68
PUB-00456,2022-07-13,East,UK,Employment,Access to Clean Water,32.39,87.61,59.53,843901,19880048.7,9516070.28,12,23,1.2,Declining,High,-45.59,36.97,47.87
PUB-00457,2022-07-21,Central,Germany,Housing,CO2 Emissions,75.28,59.22,75.82,973639,3421317.32,5345942.97,52,28,2.9,Stable,Low,-0.71,127.12,156.25
PUB-00458,2023-07-17,South,Mexico,Health,Renewable Energy %,61.88,90.58,14.24,3660780,23156445.9,5186748.79,44,0,4.3,Stable,Low,334.55,68.32,22.4
PUB-00459,2022-03-04,Central,UK,Infrastructure,Housing Affordability Index,46.75,83.87,79.6,8804017,15743209.92,38953111.41,79,4,3.9,Stable,Critical,-41.27,55.74,247.43
PUB-00460,2024-03-05,South,UK,Health,Income Inequality,74.55,70.47,19.72,3508008,20511436.54,42697289.66,69,36,3.7,Improving,High,278.04,105.79,208.16
PUB-00461,2023-12-25,North,Brazil,Employment,Hospital Beds per 1000,11.17,77.96,70.45,1277121,3654288.4,46022604.37,38,3,4.8,Declining,High,-84.14,14.33,1259.41
PUB-00462,2022-12-02,Central,Canada,Infrastructure,Renewable Energy %,22.64,57.71,14.3,7964451,23946822.45,14118208.56,73,34,2.4,Improving,High,58.32,39.23,58.96
PUB-00463,2024-05-26,Central,Mexico,Housing,Renewable Energy %,30.07,75.6,64.01,7590168,44982728.34,41879645.99,35,29,2.5,Declining,Medium,-53.02,39.78,93.1
PUB-00464,2024-03-15,East,Japan,Climate,Unemployment Rate,97.0,76.15,39.77,6125432,15064948.15,22987049.88,30,25,4.7,Declining,High,143.9,127.38,152.59
PUB-00465,2023-08-23,South,UK,Climate,School Enrollment Rate,34.58,62.48,67.98,7624513,35107032.44,39685953.62,85,4,2.7,Improving,High,-49.13,55.35,113.04
PUB-00466,2023-01-12,North,India,Employment,School Enrollment Rate,22.76,76.45,31.78,6110730,26107780.04,31843204.37,50,11,1.1,Stable,Low,-28.38,29.77,121.97
PUB-00467,2024-06-01,North,France,Infrastructure,Air Quality Index,74.1,81.78,70.35,4176788,494799.53,32035481.82,5,11,4.1,Stable,Medium,5.33,90.61,6474.44
PUB-00468,2024-06-30,North,India,Health,Unemployment Rate,26.11,97.83,27.83,8205764,8613085.43,21054667.89,61,18,2.2,Stable,Low,-6.18,26.69,244.45
PUB-00469,2023-03-28,South,Mexico,Climate,Hospital Beds per 1000,48.87,64.09,45.96,9554253,3052751.41,610154.33,28,8,2.0,Improving,Low,6.33,76.25,19.99
PUB-00470,2024-01-26,North,Canada,Employment,Income Inequality,51.45,91.34,81.92,8000721,2884246.76,42552770.47,84,10,4.2,Stable,Medium,-37.19,56.33,1475.35
PUB-00471,2022-05-11,North,Canada,Health,Access to Clean Water,67.99,76.06,46.21,8725307,4296502.03,12798505.27,30,14,4.1,Stable,High,47.13,89.39,297.88
PUB-00472,2022-10-23,East,Japan,Education,Life Expectancy,37.72,91.06,57.28,4051398,5947456.6,22226171.06,94,37,4.2,Improving,Medium,-34.15,41.42,373.71
PUB-00473,2024-09-26,North,Canada,Education,Housing Affordability Index,16.17,92.13,32.13,4134117,8061207.39,47165282.05,93,30,1.6,Stable,Medium,-49.67,17.55,585.09
PUB-00474,2023-01-10,Central,Mexico,Infrastructure,CO2 Emissions,45.31,62.94,83.58,1679965,25105372.64,36766607.3,75,6,4.6,Stable,Medium,-45.79,71.99,146.45
PUB-00475,2023-07-27,Central,Brazil,Employment,Renewable Energy %,87.95,63.38,52.0,4999436,35020213.61,3756913.12,75,37,2.9,Declining,High,69.13,138.77,10.73
PUB-00476,2023-10-10,North,Germany,Housing,Access to Clean Water,69.26,57.23,21.77,2194554,12046196.26,47799362.35,92,9,1.1,Stable,Medium,218.14,121.02,396.8
PUB-00477,2023-12-09,South,UK,Health,Access to Clean Water,13.05,84.28,86.44,5441242,20631256.38,47120605.72,54,6,3.7,Declining,Low,-84.9,15.48,228.39
PUB-00478,2023-03-28,South,Japan,Education,Hospital Beds per 1000,36.73,86.04,94.15,8685937,43115724.65,31899745.77,91,41,2.2,Stable,Low,-60.99,42.69,73.99
PUB-00479,2023-05-25,West,India,Infrastructure,CO2 Emissions,74.65,97.78,82.81,9570123,26456405.18,36027870.71,82,39,1.6,Declining,Low,-9.85,76.34,136.18
PUB-00480,2024-09-28,Central,Canada,Infrastructure,Access to Clean Water,90.7,69.65,72.45,4485400,47419731.33,20396000.01,71,44,4.7,Stable,Medium,25.19,130.22,43.01
PUB-00481,2024-01-19,East,Germany,Health,Unemployment Rate,30.74,56.67,48.75,568963,295472.03,39091644.58,75,15,1.8,Stable,Medium,-36.94,54.24,13230.24
PUB-00482,2024-03-14,East,Canada,Housing,CO2 Emissions,70.25,71.62,62.27,7841463,7337683.07,11027607.58,7,9,1.7,Stable,Low,12.82,98.09,150.29
PUB-00483,2023-10-06,East,Australia,Climate,Access to Clean Water,40.94,77.04,14.48,5105764,32040255.52,15002540.89,31,1,4.4,Declining,Medium,182.73,53.14,46.82
PUB-00484,2024-03-01,Central,Germany,Health,Hospital Beds per 1000,69.01,96.31,71.65,8985527,19527153.74,34313557.84,23,37,4.0,Stable,Medium,-3.68,71.65,175.72
PUB-00485,2024-08-19,East,Brazil,Housing,Renewable Energy %,65.69,92.81,85.64,5960908,7600888.86,2812827.62,41,2,1.2,Improving,Low,-23.3,70.78,37.01
PUB-00486,2024-04-21,South,Germany,Climate,School Enrollment Rate,51.72,53.91,24.51,7460165,18649134.82,2242287.67,38,8,4.2,Improving,Low,111.02,95.94,12.02
PUB-00487,2023-06-17,Central,Brazil,Climate,Air Quality Index,66.48,52.64,59.85,6860515,10982580.33,45989987.29,60,25,2.5,Improving,Medium,11.08,126.29,418.75
PUB-00488,2024-12-19,East,Mexico,Health,Access to Clean Water,22.67,55.2,63.5,8902575,4682162.53,3759899.44,2,21,3.3,Stable,Low,-64.3,41.07,80.3
PUB-00489,2024-06-22,North,USA,Health,Hospital Beds per 1000,46.3,96.04,85.82,9700341,3546847.17,34829482.96,9,8,4.3,Improving,Low,-46.05,48.21,981.98
PUB-00490,2024-11-13,West,France,Health,Income Inequality,47.59,77.42,62.93,3336939,1087086.99,4315267.73,53,40,1.4,Stable,High,-24.38,61.47,396.96
PUB-00491,2023-08-25,North,UK,Health,CO2 Emissions,45.41,54.53,41.9,6811297,42148135.08,13120345.08,48,15,3.5,Improving,Medium,8.38,83.28,31.13
PUB-00492,2024-05-22,Central,Mexico,Education,School Enrollment Rate,94.35,82.88,56.39,3919118,38318955.28,25656839.18,79,14,1.8,Improving,Medium,67.32,113.84,66.96
PUB-00493,2022-11-24,South,Brazil,Infrastructure,Unemployment Rate,52.14,55.41,58.45,7529198,46299931.02,35390060.1,51,35,4.1,Declining,Medium,-10.8,94.1,76.44
PUB-00494,2022-12-04,North,Australia,Infrastructure,Renewable Energy %,11.44,63.7,91.29,295120,28232679.79,17180140.55,20,19,4.8,Improving,High,-87.47,17.96,60.85
PUB-00495,2023-07-25,East,UK,Climate,Unemployment Rate,59.58,81.91,79.36,3647693,49240106.07,19466612.57,5,5,2.7,Improving,Medium,-24.92,72.74,39.53
PUB-00496,2023-08-13,North,Brazil,Health,Life Expectancy,73.48,69.75,26.25,9225433,12909048.73,2779415.78,8,21,1.7,Stable,Medium,179.92,105.35,21.53
PUB-00497,2024-01-23,North,Germany,Infrastructure,Renewable Energy %,15.81,60.5,57.78,2382320,9520013.78,40893361.26,11,6,3.3,Declining,High,-72.64,26.13,429.55
PUB-00498,2022-09-04,South,Germany,Health,School Enrollment Rate,63.35,82.74,41.96,8790047,3036436.06,31634737.49,68,40,4.3,Declining,Medium,50.98,76.57,1041.84
PUB-00499,2022-02-14,South,France,Infrastructure,Income Inequality,72.8,92.97,32.95,1220965,10189181.8,4580685.79,0,29,1.5,Improving,Medium,120.94,78.3,44.96
PUB-00500,2023-09-21,East,USA,Employment,Renewable Energy %,83.44,63.47,63.17,984746,8189669.91,8114672.5,13,49,1.4,Improving,Low,32.09,131.46,99.08
