transaction_id,date,region,country,customer_id,transaction_type,merchant_category,amount,device_type,ip_risk_score,velocity_24h,distance_from_home,time_since_last_txn_minutes,failed_attempts,is_weekend,is_night,is_international,fraud_risk_score,is_fraud,is_anomaly
FRD-000974,2024-06-05,West,Australia,CUST-1827,Transfer,Healthcare,685.53,POS,82.7,29,3109,9832,2,0,0,0,24.4,0,0
FRD-000975,2023-09-16,East,Germany,CUST-1391,Payment,Gas Station,639.43,Tablet,70.2,18,3792,9816,2,0,0,1,36.3,1,0
FRD-000976,2024-02-21,East,France,CUST-1583,Withdrawal,Entertainment,1047.26,ATM,30.4,36,1756,1695,7,0,0,0,19.6,0,0
FRD-000977,2022-05-12,South,Australia,CUST-0282,Payment,Retail,54.13,Mobile,59.9,25,1020,7355,9,0,0,0,22.3,0,0
FRD-000978,2022-10-31,North,Japan,CUST-1882,Transfer,Retail,371.22,Mobile,10.4,12,2798,3252,5,1,0,0,11.9,0,0
FRD-000979,2023-04-03,South,France,CUST-1312,Deposit,Restaurant,671.95,Desktop,46.1,26,501,3342,0,1,0,0,12.9,0,0
FRD-000980,2022-04-22,North,UK,CUST-1834,Transfer,Utilities,101.22,Tablet,74.3,7,3062,30,3,0,0,0,19.4,0,0
FRD-000981,2022-02-26,West,UK,CUST-0403,Transfer,Healthcare,363.19,ATM,10.6,33,4730,4950,6,0,0,1,34.8,0,0
FRD-000982,2022-10-17,North,UK,CUST-0164,Deposit,Restaurant,1303.98,ATM,41.4,22,1550,9473,7,0,0,0,18.2,0,0
FRD-000983,2023-12-30,North,UK,CUST-0909,Deposit,Travel,53.62,POS,80.1,26,3494,181,4,0,0,0,25.5,0,0
FRD-000984,2022-08-07,West,USA,CUST-1538,Deposit,Online,213.61,POS,8.5,47,3678,7692,0,0,0,0,16.2,0,0
FRD-000985,2022-10-07,West,Japan,CUST-0131,Deposit,Travel,343.03,ATM,58.1,4,1670,3734,0,0,0,0,12.0,0,0
FRD-000986,2022-08-24,South,Mexico,CUST-0593,Transfer,Healthcare,678.47,ATM,66.0,21,872,3099,0,0,1,0,25.4,0,0
FRD-000987,2023-02-22,South,Germany,CUST-0800,Payment,Online,1708.81,ATM,85.5,32,897,5385,1,0,0,0,21.3,0,0
FRD-000988,2024-08-03,West,Germany,CUST-1528,Purchase,Healthcare,100.22,Mobile,63.2,36,4390,9577,3,0,0,1,40.5,0,0
FRD-000989,2023-11-14,South,UK,CUST-0151,Payment,Online,485.77,Mobile,32.4,10,4139,8606,2,1,0,0,14.6,0,0
FRD-000990,2024-03-16,North,Germany,CUST-1686,Deposit,Utilities,326.1,POS,19.9,16,572,434,1,0,0,0,7.8,0,0
FRD-000991,2023-12-31,North,Brazil,CUST-1265,Purchase,Online,216.21,POS,5.7,48,3986,3532,5,0,0,0,20.2,0,0
FRD-000992,2024-12-18,North,Australia,CUST-1173,Purchase,Entertainment,90.51,Tablet,68.4,3,2345,1185,5,0,0,0,18.1,0,0
FRD-000993,2024-03-13,West,Brazil,CUST-0695,Transfer,Travel,334.7,POS,60.9,9,153,8737,1,0,0,0,11.9,0,0
FRD-000994,2023-01-25,South,Canada,CUST-1494,Transfer,Restaurant,279.25,Desktop,7.9,8,502,1716,4,0,0,0,6.5,0,0
FRD-000995,2023-11-09,Central,UK,CUST-0500,Purchase,Retail,367.97,Desktop,83.0,20,3438,2826,3,0,1,0,33.9,0,0
FRD-000996,2023-11-22,Central,Japan,CUST-1181,Payment,Travel,369.57,POS,80.7,15,4406,3175,6,1,0,0,26.2,0,0
FRD-000997,2024-08-23,West,USA,CUST-0558,Withdrawal,Retail,491.21,Desktop,62.7,16,3316,4332,4,0,0,0,20.6,0,0
FRD-000998,2022-01-05,Central,USA,CUST-0863,Purchase,Gas Station,1728.32,ATM,46.8,37,3480,4938,9,0,1,0,36.4,0,0
FRD-000999,2024-05-31,North,India,CUST-1795,Purchase,Gas Station,118.09,Desktop,73.4,29,2594,6505,6,0,0,0,25.2,0,0
FRD-001000,2022-06-11,West,Australia,CUST-1624,Purchase,Online,192.37,Desktop,26.6,47,2533,8256,4,0,0,0,20.2,0,0
FRD-001001,2023-03-24,South,Mexico,CUST-0996,Withdrawal,Utilities,160.6,Desktop,71.9,26,2009,165,6,0,0,1,38.5,0,0
FRD-001002,2022-05-21,Central,Japan,CUST-1647,Purchase,Online,19.83,POS,98.2,37,757,1504,3,0,0,0,25.5,0,0
FRD-001003,2023-06-19,West,Japan,CUST-0794,Purchase,Retail,224.75,Mobile,66.5,36,4787,6917,3,1,0,0,26.6,0,0
FRD-001004,2024-01-09,Central,France,CUST-0836,Refund,Restaurant,768.52,Tablet,19.8,46,3359,6956,9,0,1,0,34.0,0,0
FRD-001005,2023-09-04,Central,USA,CUST-0271,Payment,Utilities,103.16,ATM,33.1,18,404,4136,4,0,0,1,27.2,0,0
FRD-001006,2023-01-23,West,France,CUST-1788,Payment,Retail,212.2,Desktop,49.5,40,2899,407,4,0,0,0,22.8,0,0
FRD-001007,2023-06-16,North,Australia,CUST-0835,Transfer,Utilities,575.05,ATM,57.2,23,4350,4302,5,0,0,0,23.5,0,0
FRD-001008,2023-11-02,East,USA,CUST-0369,Refund,Travel,1182.21,Desktop,24.2,5,1515,3235,3,0,0,0,9.2,0,0
FRD-001009,2024-03-23,North,Japan,CUST-0509,Payment,Online,1058.89,ATM,73.5,38,1672,6955,0,0,0,1,36.1,0,0
FRD-001010,2024-03-05,North,France,CUST-0670,Refund,Online,201.23,POS,68.1,30,1843,2543,9,0,0,0,25.7,0,0
FRD-001011,2023-03-30,Central,Mexico,CUST-1440,Transfer,Entertainment,63.24,Mobile,47.0,9,4018,8938,1,0,0,1,30.6,0,0
FRD-001012,2022-06-23,Central,Mexico,CUST-1555,Purchase,Healthcare,34.12,Mobile,30.1,22,3502,7387,4,0,1,0,27.2,0,0
FRD-001013,2022-05-29,West,USA,CUST-1181,Refund,Entertainment,32.79,ATM,60.7,44,1734,1822,6,1,1,0,35.0,0,0
FRD-001014,2023-04-02,North,Australia,CUST-0770,Refund,Restaurant,418.85,ATM,21.1,27,1433,9872,1,0,0,0,11.5,0,0
FRD-001015,2024-01-30,Central,UK,CUST-1890,Refund,Retail,1227.97,Mobile,79.8,30,3306,3181,9,0,0,0,29.7,0,0
FRD-001016,2022-04-09,North,Australia,CUST-0006,Purchase,Online,1003.2,Mobile,51.7,33,2442,9191,2,0,0,1,34.5,0,0
FRD-001017,2023-02-24,West,Germany,CUST-0745,Purchase,Entertainment,815.46,POS,26.7,9,2315,362,2,1,0,0,10.8,0,0
FRD-001018,2023-08-31,East,Canada,CUST-0476,Deposit,Travel,587.53,Tablet,52.1,7,482,5917,5,1,1,0,23.7,0,0
FRD-001019,2023-01-11,East,Japan,CUST-2000,Deposit,Travel,307.32,Mobile,61.3,29,3874,1185,8,0,0,0,26.8,0,0
FRD-001020,2023-01-26,West,Germany,CUST-0028,Deposit,Retail,192.06,POS,33.1,26,332,3936,4,0,1,0,23.7,0,0
FRD-001021,2024-04-14,West,USA,CUST-0283,Withdrawal,Healthcare,448.75,Mobile,84.6,21,2913,8281,8,0,0,1,42.3,0,0
FRD-001022,2022-11-19,East,Brazil,CUST-1535,Purchase,Gas Station,279.87,Desktop,87.3,12,2705,1318,9,0,0,0,26.3,0,0
FRD-001023,2022-10-05,South,USA,CUST-0788,Withdrawal,Gas Station,479.69,Tablet,38.9,34,1554,2050,6,0,0,1,34.5,0,0
FRD-001024,2022-03-10,West,Mexico,CUST-0151,Deposit,Retail,109.6,Desktop,21.1,37,2206,5626,9,0,0,0,20.6,0,0
FRD-001025,2023-05-25,South,Mexico,CUST-1516,Refund,Travel,844.29,Mobile,12.5,21,3014,2229,6,1,0,0,15.1,0,0
FRD-001026,2023-02-04,East,USA,CUST-1095,Transfer,Gas Station,355.57,Desktop,15.9,45,3823,8636,8,0,1,0,33.1,0,0
FRD-001027,2023-09-27,West,Germany,CUST-0617,Withdrawal,Healthcare,452.23,Mobile,4.6,1,665,8958,8,0,0,1,22.9,0,0
FRD-001028,2024-07-25,North,Germany,CUST-0034,Purchase,Utilities,797.5,Tablet,31.5,25,2663,5059,9,0,0,0,20.5,0,0
FRD-001029,2023-08-23,West,India,CUST-0266,Transfer,Utilities,141.63,Desktop,26.8,16,829,1963,6,1,0,0,13.0,0,0
FRD-001030,2023-01-11,South,UK,CUST-0766,Transfer,Gas Station,223.16,Mobile,21.1,18,4677,7787,5,1,0,0,17.5,0,0
FRD-001031,2023-06-27,North,Germany,CUST-0996,Transfer,Entertainment,67.79,Desktop,16.8,47,1842,5860,6,0,0,0,19.2,0,0
FRD-001032,2024-04-12,West,Germany,CUST-1665,Transfer,Gas Station,297.91,POS,92.5,40,4812,286,2,0,0,0,30.6,0,0
FRD-001033,2023-03-02,Central,USA,CUST-1138,Withdrawal,Utilities,540.37,Tablet,51.0,9,3736,127,2,0,0,0,16.6,0,0
FRD-001034,2022-08-09,Central,India,CUST-1858,Purchase,Online,280.35,POS,2.9,49,101,328,2,0,0,0,11.9,0,0
FRD-001035,2022-02-08,West,USA,CUST-0919,Payment,Gas Station,629.77,Mobile,38.6,5,1971,1861,3,0,0,0,12.0,0,0
FRD-001036,2023-09-09,East,UK,CUST-0013,Purchase,Retail,680.62,POS,92.7,49,506,7261,7,0,0,1,44.7,0,0
FRD-001037,2023-04-21,South,Germany,CUST-0443,Purchase,Utilities,1.22,ATM,71.8,22,3022,6497,7,1,1,0,35.0,0,0
FRD-001038,2024-07-12,East,Japan,CUST-1858,Payment,Gas Station,438.25,Tablet,8.8,48,2926,7139,5,0,0,0,19.1,1,0
FRD-001039,2024-05-01,East,Mexico,CUST-0796,Deposit,Online,1678.88,POS,48.0,37,4752,7002,4,1,0,0,24.7,0,0
FRD-001040,2024-10-30,East,India,CUST-1059,Deposit,Gas Station,605.02,Tablet,10.1,12,2769,4960,7,0,1,0,23.3,0,0
FRD-001041,2024-03-22,North,Australia,CUST-0822,Withdrawal,Online,323.28,Desktop,55.3,32,1445,2726,4,0,0,0,19.9,0,0
FRD-001042,2022-02-27,West,Brazil,CUST-0100,Payment,Healthcare,298.07,Mobile,3.5,2,2225,1586,9,0,0,0,11.0,0,0
FRD-001043,2022-03-08,South,Brazil,CUST-0678,Transfer,Utilities,107.59,Mobile,77.3,5,1379,9678,0,0,0,0,14.7,0,0
FRD-001044,2023-10-05,Central,USA,CUST-1901,Withdrawal,Entertainment,1092.87,Mobile,39.3,26,4727,10011,7,0,0,0,23.4,0,0
FRD-001045,2022-10-16,North,Brazil,CUST-1665,Purchase,Utilities,2266.54,POS,99.3,44,4546,5810,0,1,0,0,30.5,0,0
FRD-001046,2023-07-29,Central,Australia,CUST-0107,Withdrawal,Online,101.24,Tablet,4.6,41,1424,6348,4,1,0,0,14.0,0,0
FRD-001047,2024-02-21,South,Germany,CUST-0806,Refund,Entertainment,58.53,POS,39.9,16,233,4451,8,0,0,0,15.5,0,0
FRD-001048,2022-04-13,North,UK,CUST-0485,Purchase,Online,179.75,POS,55.7,30,3919,1177,9,1,0,0,27.0,0,0
FRD-001049,2022-11-10,Central,Mexico,CUST-0086,Refund,Travel,194.01,Tablet,24.5,24,3032,982,8,1,1,0,29.0,0,0
FRD-001050,2022-07-03,North,France,CUST-0812,Deposit,Online,687.4,Desktop,26.5,49,4879,2571,1,0,0,0,21.8,0,0
FRD-001051,2024-09-24,West,Australia,CUST-0811,Refund,Restaurant,127.82,POS,33.3,16,1068,3695,1,0,0,0,10.5,0,0
FRD-001052,2024-06-16,South,India,CUST-0489,Transfer,Gas Station,411.01,Tablet,2.7,40,1588,1211,1,0,0,1,26.5,0,0
FRD-001053,2023-08-09,South,USA,CUST-0889,Refund,Utilities,155.7,Desktop,99.7,23,4622,9961,6,0,0,0,31.0,0,0
FRD-001054,2022-05-12,South,Germany,CUST-1699,Withdrawal,Entertainment,730.78,Mobile,17.1,20,4042,6585,0,1,1,0,22.6,0,0
FRD-001055,2024-08-11,East,Mexico,CUST-0018,Deposit,Retail,226.14,Tablet,12.9,10,2928,4094,9,1,0,0,15.1,0,0
FRD-001056,2023-06-24,East,India,CUST-0760,Payment,Gas Station,220.01,Mobile,76.4,26,2041,9332,9,0,1,0,36.5,0,0
FRD-001057,2023-01-21,Central,France,CUST-0091,Withdrawal,Retail,17.73,Tablet,32.4,47,4087,7387,4,0,0,0,23.4,0,0
FRD-001058,2022-03-18,South,Mexico,CUST-0265,Withdrawal,Entertainment,36.21,Mobile,75.8,31,4949,5942,3,0,1,0,37.2,0,0
FRD-001059,2023-09-11,South,Canada,CUST-1497,Refund,Healthcare,647.09,POS,61.1,45,1556,2249,7,1,1,0,35.7,0,0
FRD-001060,2023-03-02,North,Japan,CUST-1088,Transfer,Travel,428.82,POS,57.5,44,526,7218,3,0,0,0,20.5,0,0
FRD-001061,2023-10-15,East,Japan,CUST-1817,Purchase,Travel,84.05,ATM,75.7,45,1550,4364,6,0,0,0,27.2,0,0
FRD-001062,2022-04-30,North,UK,CUST-1313,Purchase,Retail,1551.37,Tablet,91.8,24,2394,5064,3,0,0,0,24.4,0,0
FRD-001063,2022-11-14,East,Japan,CUST-0180,Refund,Travel,370.97,POS,47.7,29,2690,4714,8,1,0,1,38.0,0,0
FRD-001064,2023-04-13,North,Germany,CUST-1326,Transfer,Gas Station,95.16,Desktop,88.2,25,2331,6779,7,0,1,0,37.0,0,0
FRD-001065,2024-01-21,North,India,CUST-1297,Purchase,Healthcare,256.0,Mobile,63.0,25,2027,8635,4,1,1,0,30.5,0,0
FRD-001066,2022-04-07,West,Japan,CUST-0879,Deposit,Entertainment,352.22,POS,88.1,48,4733,3090,7,1,1,0,45.2,0,0
FRD-001067,2022-12-01,North,India,CUST-0545,Transfer,Utilities,68.38,Mobile,54.8,43,3604,776,2,0,0,0,23.7,0,0
FRD-001068,2022-11-28,West,Australia,CUST-1716,Deposit,Online,343.17,POS,54.6,20,665,4182,3,0,1,1,40.4,0,0
FRD-001069,2023-07-29,South,Brazil,CUST-0017,Payment,Entertainment,44.62,POS,70.1,43,486,3992,1,0,1,0,30.6,0,0
FRD-001070,2024-05-14,North,Brazil,CUST-1278,Purchase,Retail,214.66,Mobile,69.7,35,2104,8398,9,0,0,0,27.4,1,0
FRD-001071,2024-03-11,West,Germany,CUST-1117,Payment,Healthcare,521.01,Tablet,33.2,10,1340,2583,6,0,0,0,13.5,0,0
FRD-001072,2023-11-24,North,Australia,CUST-1204,Withdrawal,Utilities,743.68,POS,37.2,34,67,4145,9,0,1,0,29.2,0,0
FRD-001073,2023-01-07,West,India,CUST-0248,Purchase,Healthcare,168.19,ATM,89.4,41,4435,166,3,0,0,0,30.5,0,0
FRD-001074,2024-07-07,West,Australia,CUST-0023,Payment,Online,380.3,ATM,97.6,32,702,6810,1,1,0,1,37.8,0,0
FRD-001075,2023-11-21,North,France,CUST-1761,Deposit,Restaurant,212.8,ATM,65.6,16,3883,6422,4,0,0,0,21.9,0,0
FRD-001076,2022-11-23,East,Mexico,CUST-0444,Payment,Entertainment,3220.91,Mobile,24.8,46,955,1700,7,0,0,0,19.6,0,0
FRD-001077,2023-02-12,West,USA,CUST-1202,Refund,Entertainment,785.61,Desktop,2.6,24,2384,6435,4,0,0,0,11.8,0,0
FRD-001078,2023-02-16,West,UK,CUST-0090,Deposit,Restaurant,843.45,Desktop,29.5,2,1226,1006,3,1,0,0,8.9,0,0
FRD-001079,2022-10-01,East,Mexico,CUST-1214,Purchase,Travel,1194.56,Tablet,41.1,10,822,5484,0,0,0,0,9.4,0,0
FRD-001080,2024-12-01,North,India,CUST-0243,Transfer,Online,482.31,Mobile,92.5,37,2684,9454,7,0,0,0,30.6,0,0
FRD-001081,2022-11-10,South,India,CUST-0338,Withdrawal,Entertainment,664.76,Mobile,71.2,2,1381,2760,0,1,0,0,13.2,0,0
FRD-001082,2023-04-24,South,Australia,CUST-0121,Withdrawal,Healthcare,793.5,ATM,72.4,33,1632,2503,9,0,1,0,36.7,0,0
FRD-001083,2022-01-20,East,Brazil,CUST-1650,Payment,Entertainment,159.77,Desktop,58.9,28,4969,9137,6,1,0,0,26.4,0,0
FRD-001084,2022-10-07,South,Brazil,CUST-1518,Purchase,Entertainment,1933.53,Mobile,27.0,13,1286,6734,7,1,0,0,13.8,0,0
FRD-001085,2022-02-03,West,UK,CUST-0486,Refund,Travel,299.38,Desktop,50.2,30,863,1685,8,0,0,0,20.8,0,0
FRD-001086,2022-10-03,North,Japan,CUST-1309,Refund,Travel,411.66,Tablet,86.1,47,301,7060,8,0,0,0,28.8,0,0
FRD-001087,2023-11-08,South,UK,CUST-0060,Withdrawal,Utilities,466.97,ATM,97.2,25,3624,7480,3,0,0,1,42.3,0,0
FRD-001088,2024-04-01,South,Japan,CUST-0294,Purchase,Retail,359.83,Desktop,66.3,16,1531,9680,9,0,0,0,22.2,0,0
FRD-001089,2022-08-09,Central,France,CUST-0748,Withdrawal,Healthcare,251.54,Desktop,15.4,9,4268,2986,7,0,0,0,15.8,0,0
FRD-001090,2023-03-18,North,India,CUST-0278,Refund,Restaurant,1074.73,Mobile,41.4,38,1209,1122,7,0,0,0,20.9,0,0
FRD-001091,2023-02-23,Central,Japan,CUST-0048,Payment,Online,22.34,Desktop,1.2,34,4475,8807,4,0,0,0,16.7,0,0
FRD-001092,2022-01-21,Central,Japan,CUST-1246,Deposit,Restaurant,141.07,Mobile,99.4,32,1834,6390,6,0,0,0,28.6,1,0
FRD-001093,2023-04-16,West,Mexico,CUST-0538,Payment,Gas Station,5490.7,Mobile,88.2,8,4773,3787,6,0,1,0,36.5,1,0
FRD-001094,2022-02-14,North,India,CUST-0695,Withdrawal,Entertainment,119.56,ATM,83.2,39,476,4462,4,0,0,0,24.0,0,0
FRD-001095,2023-03-26,South,Canada,CUST-0324,Payment,Entertainment,224.11,POS,42.1,45,1780,1828,1,0,0,0,18.7,0,0
FRD-001096,2023-02-09,West,Canada,CUST-1411,Purchase,Retail,795.71,Tablet,52.1,44,2801,9154,6,1,0,1,40.3,0,0
FRD-001097,2023-06-04,East,Brazil,CUST-0410,Withdrawal,Utilities,141.19,Desktop,76.6,21,4767,3676,7,0,0,0,28.1,0,0
FRD-001098,2024-04-16,South,UK,CUST-1572,Payment,Utilities,735.52,Mobile,0.6,44,3134,2081,8,1,1,0,29.6,0,0
FRD-001099,2024-08-17,North,UK,CUST-1931,Refund,Entertainment,1174.53,Tablet,68.2,37,4741,4203,3,0,1,0,37.0,0,0
FRD-001100,2024-06-22,East,France,CUST-0943,Purchase,Restaurant,28.83,Tablet,51.4,8,731,5714,4,0,0,0,13.4,0,0
FRD-001101,2022-05-19,East,India,CUST-1551,Transfer,Healthcare,1454.21,ATM,89.9,6,4343,4039,8,0,1,0,37.2,0,0
FRD-001102,2022-09-09,North,Mexico,CUST-0760,Withdrawal,Retail,341.15,Desktop,72.2,22,527,7240,1,0,1,0,26.8,0,0
FRD-001103,2024-05-26,Central,USA,CUST-1165,Withdrawal,Entertainment,459.07,POS,0.8,37,2605,736,7,0,0,0,16.7,0,0
FRD-001104,2024-07-23,East,France,CUST-0958,Deposit,Entertainment,163.42,Mobile,2.4,42,4430,4648,9,1,0,0,22.2,0,0
FRD-001105,2024-01-18,Central,India,CUST-1426,Refund,Healthcare,351.32,POS,64.7,6,854,6514,0,1,0,0,12.2,0,0
FRD-001106,2022-01-22,East,UK,CUST-1224,Refund,Travel,827.22,ATM,42.9,13,2171,3542,4,1,0,0,15.3,0,0
FRD-001107,2024-06-15,Central,Australia,CUST-0751,Purchase,Entertainment,814.21,ATM,40.8,2,1723,176,0,0,0,0,9.1,0,0
FRD-001108,2024-05-24,North,Japan,CUST-0474,Payment,Travel,184.37,Desktop,94.2,8,4707,3161,9,1,0,0,29.5,0,0
FRD-001109,2022-10-18,South,Australia,CUST-1757,Deposit,Restaurant,591.96,Tablet,45.7,25,4534,7514,3,0,0,0,20.9,0,0
FRD-001110,2024-09-06,West,UK,CUST-0230,Purchase,Healthcare,903.4,POS,4.4,8,1967,9250,7,0,0,0,10.5,0,0
FRD-001111,2023-12-13,North,India,CUST-1177,Withdrawal,Travel,1315.58,POS,72.6,49,1630,6260,4,0,1,0,36.1,0,0
FRD-001112,2023-10-08,South,Japan,CUST-1330,Withdrawal,Healthcare,76.93,ATM,7.9,34,2450,8219,1,0,0,0,12.4,0,0
FRD-001113,2023-05-26,Central,France,CUST-1689,Withdrawal,Entertainment,124.38,Mobile,61.2,43,79,9697,9,1,0,0,24.6,0,0
FRD-001114,2022-04-27,Central,France,CUST-0383,Deposit,Travel,651.22,Desktop,34.0,42,920,1964,7,1,0,0,20.1,0,0
FRD-001115,2022-12-22,East,Brazil,CUST-1985,Deposit,Gas Station,1207.28,Desktop,89.7,12,4000,6572,3,0,0,0,24.1,0,0
FRD-001116,2023-07-24,West,Japan,CUST-0804,Deposit,Healthcare,41.59,Tablet,75.1,33,4184,8534,4,0,0,0,27.1,0,0
FRD-001117,2024-01-29,East,Australia,CUST-0086,Transfer,Online,134.47,Tablet,93.0,21,4856,4451,9,1,1,0,42.2,0,0
FRD-001118,2023-03-08,West,Japan,CUST-0102,Transfer,Retail,1166.04,Desktop,28.4,11,367,5339,2,0,0,0,8.5,0,0
FRD-001119,2022-04-25,Central,Germany,CUST-1277,Withdrawal,Healthcare,76.2,Tablet,97.0,8,2174,9856,1,0,1,0,30.2,0,0
FRD-001120,2022-06-10,North,India,CUST-1468,Payment,Healthcare,453.16,POS,48.8,6,3078,7028,8,0,1,0,29.1,0,0
FRD-001121,2022-12-21,South,Canada,CUST-1093,Withdrawal,Entertainment,11.12,Desktop,53.7,10,3862,2860,7,0,0,0,21.1,0,0
FRD-001122,2023-04-18,North,Canada,CUST-0882,Transfer,Online,145.3,POS,17.8,37,2489,3367,2,1,0,0,15.3,0,0
FRD-001123,2023-06-14,East,India,CUST-0089,Purchase,Entertainment,158.67,ATM,10.9,15,3997,8840,1,0,0,0,11.4,0,0
FRD-001124,2024-09-25,Central,Australia,CUST-0273,Transfer,Gas Station,7.25,Mobile,37.0,22,1226,10026,0,0,0,0,11.8,1,0
FRD-001125,2022-12-16,North,Mexico,CUST-1768,Payment,Gas Station,746.92,Mobile,61.0,30,2265,4487,7,0,0,0,23.8,0,0
FRD-001126,2023-04-27,South,France,CUST-1981,Transfer,Restaurant,639.03,Mobile,72.2,22,1460,3638,3,0,0,1,34.7,0,0
FRD-001127,2022-03-01,East,Canada,CUST-0950,Withdrawal,Utilities,3.2,Mobile,66.2,27,1482,2399,9,1,0,0,24.3,0,0
FRD-001128,2023-03-20,South,Australia,CUST-0715,Transfer,Gas Station,46.13,Desktop,14.1,35,4345,224,6,1,0,0,20.1,0,0
FRD-001129,2023-07-09,East,Australia,CUST-1879,Transfer,Online,739.9,Tablet,2.9,33,1559,9511,0,0,0,0,9.4,0,0
FRD-001130,2022-09-27,West,Mexico,CUST-1669,Withdrawal,Travel,126.71,Mobile,69.5,27,245,6198,5,1,1,0,29.9,0,0
FRD-001131,2022-04-06,Central,France,CUST-1941,Deposit,Online,427.21,Desktop,23.4,31,2122,8064,4,1,0,0,15.9,0,0
FRD-001132,2022-09-18,West,Australia,CUST-1010,Payment,Gas Station,1456.04,POS,15.8,19,3195,6830,8,0,0,0,17.0,1,0
FRD-001133,2023-08-30,East,Canada,CUST-1914,Withdrawal,Online,105.69,Mobile,99.1,31,2249,9032,1,0,0,0,25.2,0,0
FRD-001134,2024-07-27,North,UK,CUST-0605,Purchase,Gas Station,27.79,ATM,79.5,48,2040,6790,2,0,0,0,26.1,0,0
FRD-001135,2022-05-20,North,Japan,CUST-1355,Payment,Online,445.61,POS,9.4,49,1587,9601,9,0,0,0,20.3,0,0
FRD-001136,2022-02-03,Central,USA,CUST-0659,Transfer,Gas Station,189.52,Tablet,23.2,20,1654,10019,2,1,0,0,11.5,0,0
FRD-001137,2022-07-06,South,Mexico,CUST-0528,Refund,Retail,541.24,POS,79.7,26,446,7555,6,0,0,0,22.3,0,0
FRD-001138,2024-07-19,North,India,CUST-1662,Payment,Healthcare,1639.84,Mobile,12.8,36,4200,8716,2,0,0,1,31.9,0,0
FRD-001139,2022-11-30,Central,UK,CUST-0560,Transfer,Travel,419.95,ATM,81.3,10,3336,8408,5,0,0,0,22.9,0,0
FRD-001140,2022-12-01,East,Canada,CUST-1291,Deposit,Utilities,572.81,Desktop,9.8,3,1537,3202,7,0,0,1,24.6,0,0
FRD-001141,2022-09-29,South,UK,CUST-1210,Purchase,Travel,127.33,POS,9.4,25,1569,7380,9,1,0,0,15.5,0,0
FRD-001142,2023-08-23,Central,Canada,CUST-1950,Purchase,Gas Station,695.79,POS,44.7,18,3657,8564,8,0,0,0,21.8,0,0
FRD-001143,2022-04-17,East,India,CUST-0281,Purchase,Online,28.25,ATM,46.0,22,3251,2955,1,0,0,0,16.9,0,0
FRD-001144,2024-02-04,East,France,CUST-0090,Payment,Healthcare,1050.98,Tablet,85.9,39,2348,7923,4,1,0,0,27.2,0,0
FRD-001145,2022-04-30,South,Germany,CUST-0654,Withdrawal,Healthcare,294.66,ATM,24.8,44,3496,6467,9,0,0,0,24.5,0,0
FRD-001146,2024-06-18,South,Mexico,CUST-0586,Withdrawal,Travel,169.51,Tablet,54.8,23,3973,1768,2,0,0,0,20.3,0,0
FRD-001147,2024-04-27,North,UK,CUST-1531,Purchase,Healthcare,461.97,POS,2.1,38,973,6485,8,0,0,0,15.4,0,0
FRD-001148,2023-06-15,North,India,CUST-1141,Payment,Restaurant,900.71,POS,1.3,44,411,7285,4,0,0,0,12.6,0,0
FRD-001149,2024-08-05,Central,India,CUST-1972,Refund,Utilities,254.96,Tablet,75.1,35,182,4147,2,1,0,0,20.0,0,0
FRD-001150,2022-07-28,West,UK,CUST-1239,Withdrawal,Utilities,547.8,Tablet,62.1,8,4856,6453,2,1,0,0,19.7,0,0
FRD-001151,2024-09-02,Central,France,CUST-0577,Purchase,Healthcare,1259.17,Desktop,43.2,16,4985,4232,5,1,0,0,20.9,0,0
FRD-001152,2024-10-11,Central,Brazil,CUST-1421,Deposit,Utilities,750.95,ATM,51.4,25,565,975,8,0,0,0,19.6,0,0
FRD-001153,2023-10-20,Central,India,CUST-0585,Purchase,Online,1500.56,Mobile,48.2,18,4556,3635,4,1,1,0,30.7,0,0
FRD-001154,2023-06-18,North,Japan,CUST-1896,Withdrawal,Retail,941.05,Tablet,74.1,26,1977,671,8,1,1,0,35.3,0,0
FRD-001155,2024-04-27,North,Japan,CUST-0675,Withdrawal,Travel,220.3,Mobile,26.0,30,996,1578,6,1,0,1,30.9,0,0
FRD-001156,2022-08-05,North,Mexico,CUST-0462,Deposit,Restaurant,476.57,ATM,71.4,8,726,5847,3,0,0,0,15.6,0,0
FRD-001157,2023-01-10,South,UK,CUST-1053,Purchase,Utilities,97.25,Mobile,68.7,6,741,8217,8,1,1,0,28.6,0,0
FRD-001158,2023-06-25,West,France,CUST-0186,Withdrawal,Online,1183.51,ATM,36.2,12,1088,4831,3,0,0,0,11.7,0,0
FRD-001159,2022-04-13,West,France,CUST-0255,Transfer,Entertainment,198.23,Tablet,85.8,7,2371,4847,8,0,1,0,33.8,0,0
FRD-001160,2024-03-02,North,Brazil,CUST-1142,Withdrawal,Retail,361.46,Mobile,79.4,17,1632,7350,0,0,0,0,17.8,0,0
FRD-001161,2024-01-07,West,Canada,CUST-0034,Deposit,Gas Station,368.08,Desktop,24.0,39,727,5828,7,0,1,0,27.7,0,0
FRD-001162,2023-04-11,North,Japan,CUST-1292,Deposit,Travel,150.32,Mobile,43.2,29,2785,2017,9,0,1,0,33.2,0,0
FRD-001163,2024-06-21,West,Canada,CUST-1150,Deposit,Utilities,1395.28,POS,52.8,8,3575,4937,8,0,0,0,20.9,0,0
