employee_id,department,region,job_title,hire_date,gender,ethnicity,age,education,salary,performance_rating,satisfaction_score,engagement_score,training_hours,promotion_last_3_years,employment_status,time_to_hire_days,turnover_risk,tenure_years
EMP-00188,Finance,East,Coordinator,2024-12-04,Male,White,31,Bachelor,154011.64,3.8,2.8,63.0,184,0,Active,72,0.48,0.1
EMP-00189,HR,East,Specialist,2021-01-25,Female,Hispanic,32,Bachelor,111940.56,1.8,2.1,74.0,127,1,On Leave,66,0.93,3.9
EMP-00190,R&D,West,VP,2023-09-12,Female,White,59,Bachelor,110004.06,1.3,4.1,95.0,128,0,Active,42,0.56,1.3
EMP-00191,HR,Central,Senior Manager,2016-08-19,Male,Asian,43,Master,185066.29,3.6,4.9,3.0,43,0,Active,116,0.29,8.4
EMP-00192,Finance,North,Director,2016-08-26,Male,White,52,Bachelor,154603.63,1.8,2.6,90.0,108,0,Terminated,85,0.9,8.4
EMP-00193,Operations,South,Senior Engineer,2020-04-07,Female,White,22,Master,139226.5,4.3,4.1,97.0,89,0,On Leave,17,0.83,4.7
EMP-00194,Marketing,North,Engineer,2018-06-18,Female,Hispanic,62,Bachelor,178268.51,1.3,2.3,87.0,102,0,Active,114,0.95,6.5
EMP-00195,Finance,East,VP,2021-10-07,Male,Black,32,Bachelor,93058.03,3.1,4.0,95.0,194,0,Terminated,45,0.89,3.2
EMP-00196,Marketing,Central,Senior Analyst,2018-11-05,Female,White,27,High School,85871.94,2.7,4.9,13.0,3,0,Active,62,0.25,6.2
EMP-00197,HR,North,Manager,2018-04-07,Female,Asian,38,Bachelor,73569.63,4.7,3.6,99.0,160,1,Active,51,0.82,6.7
EMP-00198,Finance,East,Analyst,2019-02-19,Male,Black,35,High School,123237.16,4.6,2.0,77.0,177,0,Active,106,0.59,5.9
EMP-00199,R&D,South,Manager,2015-02-03,Male,White,53,Associate,198095.39,3.9,3.8,8.0,132,1,Terminated,42,0.4,9.9
EMP-00200,HR,West,Senior Analyst,2020-10-21,Female,Asian,41,PhD,188553.27,4.0,4.4,68.0,124,0,Active,14,0.01,4.2
EMP-00201,Finance,West,Coordinator,2021-07-30,Female,White,25,Bachelor,112848.76,3.8,2.6,71.0,51,0,On Leave,16,0.7,3.4
EMP-00202,Customer Support,North,VP,2022-05-17,Non-Binary,Mixed,60,Master,57814.26,3.7,3.5,63.0,10,1,Active,55,0.85,2.6
EMP-00203,Finance,North,Senior Manager,2022-08-10,Female,White,43,High School,179934.62,5.0,2.0,88.0,130,0,Active,96,0.6,2.4
EMP-00204,Sales,South,Coordinator,2016-08-15,Male,Hispanic,50,Bachelor,187616.56,3.9,2.8,75.0,17,0,Active,91,0.31,8.4
EMP-00205,Customer Support,West,Manager,2015-08-23,Female,Black,63,Master,67418.61,4.8,1.7,17.0,29,1,Active,45,0.06,9.4
EMP-00206,Engineering,East,Senior Engineer,2017-08-30,Female,White,58,Bachelor,181353.3,2.7,4.3,26.0,173,1,Active,36,0.66,7.3
EMP-00207,R&D,North,Director,2020-09-08,Male,Hispanic,34,Bachelor,111404.92,5.0,1.4,47.0,93,0,Active,39,0.4,4.3
EMP-00208,Customer Support,Central,Senior Manager,2024-03-09,Male,White,36,Bachelor,41866.22,3.5,1.2,40.0,144,1,Active,95,0.5,0.8
EMP-00209,Engineering,West,VP,2024-05-13,Female,Hispanic,56,Bachelor,190900.07,4.6,3.1,67.0,166,0,Active,92,0.56,0.6
EMP-00210,HR,East,Senior Manager,2021-04-10,Male,White,46,PhD,46848.49,1.4,3.3,15.0,79,0,Active,102,0.77,3.7
EMP-00211,HR,West,Coordinator,2024-08-18,Female,White,24,Bachelor,45537.31,3.4,4.7,36.0,32,1,Active,113,0.54,0.4
EMP-00212,R&D,South,Coordinator,2015-08-12,Male,Black,33,PhD,194156.49,5.0,1.8,25.0,110,0,Active,51,0.53,9.4
EMP-00213,HR,Central,Director,2019-09-25,Female,Asian,35,Master,74333.85,1.3,4.1,30.0,193,0,Active,35,0.48,5.3
EMP-00214,Sales,East,Senior Manager,2018-11-09,Male,Hispanic,61,Bachelor,128900.86,4.8,3.6,71.0,65,0,Terminated,95,0.43,6.1
EMP-00215,R&D,East,Specialist,2017-03-11,Female,White,53,Master,190831.95,1.6,4.0,9.0,132,0,Active,25,0.62,7.8
EMP-00216,Sales,North,Senior Analyst,2017-03-31,Male,Hispanic,25,Master,190401.51,5.0,1.6,89.0,163,0,Active,76,0.02,7.8
EMP-00217,HR,South,Analyst,2022-03-08,Female,Black,50,Master,67858.49,2.2,2.8,64.0,2,0,Active,104,0.72,2.8
EMP-00218,Sales,South,Engineer,2017-04-04,Male,Hispanic,52,Master,122167.33,4.2,2.4,42.0,103,1,Terminated,97,0.31,7.7
EMP-00219,Finance,East,Specialist,2023-10-22,Female,White,53,High School,41112.55,1.1,3.8,49.0,159,1,Active,29,0.37,1.2
EMP-00220,Finance,West,Specialist,2015-10-08,Male,Black,45,Master,54461.28,2.1,3.4,70.0,141,0,On Leave,71,0.61,9.2
EMP-00221,Finance,East,Senior Manager,2018-10-30,Female,White,32,Bachelor,191703.77,3.4,4.9,73.0,121,0,On Leave,28,0.25,6.2
EMP-00222,Engineering,East,Senior Manager,2017-02-14,Female,White,51,Bachelor,106425.75,1.9,1.6,81.0,165,0,Active,87,0.66,7.9
EMP-00223,Finance,East,Analyst,2022-06-28,Female,Asian,40,Bachelor,64030.42,4.0,2.9,27.0,132,1,Active,116,0.13,2.5
EMP-00224,Customer Support,East,Analyst,2020-05-02,Female,Hispanic,57,Bachelor,141024.76,3.7,3.8,86.0,173,0,Active,18,0.65,4.7
EMP-00225,Engineering,East,Analyst,2022-10-16,Male,Hispanic,27,High School,67732.8,5.0,2.5,83.0,183,1,Terminated,112,0.72,2.2
EMP-00226,Finance,East,VP,2022-10-04,Female,White,23,Bachelor,196822.73,3.3,4.7,86.0,59,0,On Leave,94,0.7,2.2
EMP-00227,HR,West,VP,2020-03-29,Female,Hispanic,60,Bachelor,147335.88,4.1,4.4,9.0,82,0,Active,64,0.77,4.8
EMP-00228,Engineering,Central,Director,2021-09-22,Female,White,40,Associate,98988.42,1.3,4.5,15.0,74,1,On Leave,54,0.52,3.3
EMP-00229,Sales,Central,Coordinator,2022-10-07,Female,Hispanic,61,Bachelor,100984.07,1.2,3.4,63.0,6,0,Terminated,107,0.86,2.2
EMP-00230,Operations,North,Coordinator,2018-09-18,Male,White,39,Master,186709.41,3.3,2.9,95.0,140,0,Active,17,0.23,6.3
EMP-00231,Engineering,Central,Senior Analyst,2024-07-21,Female,White,62,High School,183204.08,4.9,2.5,12.0,114,0,Active,60,0.38,0.4
EMP-00232,R&D,West,VP,2021-06-27,Female,Mixed,57,Bachelor,191997.08,2.1,1.5,74.0,152,0,Active,35,0.96,3.5
EMP-00233,Marketing,East,Analyst,2021-05-07,Female,White,41,Bachelor,112583.65,1.0,4.8,14.0,111,0,Terminated,44,0.79,3.7
EMP-00234,Engineering,South,Manager,2018-10-06,Female,Hispanic,58,Master,176119.94,2.4,2.1,95.0,139,0,On Leave,42,0.74,6.2
EMP-00235,Finance,West,Director,2021-11-28,Female,White,22,Bachelor,117573.62,4.0,4.2,80.0,30,0,Active,54,0.71,3.1
EMP-00236,Finance,South,Coordinator,2018-05-12,Female,Hispanic,44,Bachelor,141275.11,4.2,1.0,30.0,14,0,Terminated,74,0.11,6.6
EMP-00237,Finance,North,Director,2019-09-11,Female,White,59,Bachelor,121185.25,4.1,2.5,6.0,96,0,Active,66,0.95,5.3
EMP-00238,Sales,West,Engineer,2018-09-08,Male,Black,41,PhD,137315.95,1.3,3.3,44.0,10,0,Active,29,0.29,6.3
EMP-00239,HR,East,Director,2016-10-26,Female,White,25,Bachelor,121515.37,4.1,2.3,53.0,102,1,Active,68,0.14,8.2
EMP-00240,R&D,East,Coordinator,2016-03-05,Male,Asian,59,Bachelor,64774.71,1.3,1.8,53.0,159,0,Active,102,0.02,8.8
EMP-00241,Engineering,West,VP,2020-02-04,Male,White,26,PhD,57341.7,4.9,1.3,85.0,8,0,Active,30,0.39,4.9
EMP-00242,Sales,West,Engineer,2024-10-28,Female,White,27,Associate,190575.19,2.5,5.0,98.0,51,0,Active,31,0.67,0.2
EMP-00243,Marketing,East,Senior Analyst,2023-11-07,Female,Hispanic,47,Associate,121557.42,3.8,4.5,44.0,168,0,Active,114,0.39,1.2
EMP-00244,Engineering,South,Manager,2015-06-22,Male,White,22,PhD,190696.54,2.9,2.2,17.0,139,0,Active,50,0.81,9.5
EMP-00245,Operations,West,Manager,2020-07-24,Female,Asian,36,Bachelor,149730.65,2.0,1.1,38.0,82,0,Active,73,0.18,4.4
EMP-00246,Finance,East,Analyst,2017-06-17,Female,White,37,Bachelor,54235.71,3.4,3.2,72.0,11,1,Active,42,0.17,7.5
EMP-00247,Sales,Central,Specialist,2015-01-16,Male,White,44,High School,72249.96,1.1,2.3,59.0,191,0,On Leave,118,0.27,10.0
EMP-00248,Sales,West,Coordinator,2022-03-01,Male,Black,62,Bachelor,162838.31,3.0,1.5,10.0,87,0,Active,104,0.05,2.8
EMP-00249,Engineering,North,Specialist,2017-07-02,Male,Asian,43,Bachelor,68451.07,1.2,4.2,22.0,72,0,On Leave,108,0.84,7.5
EMP-00250,Operations,North,Specialist,2022-10-10,Female,Black,26,Bachelor,41235.74,3.3,2.4,70.0,139,0,Active,100,0.13,2.2
EMP-00251,Sales,West,Specialist,2017-08-01,Male,Hispanic,64,Bachelor,57882.78,2.8,4.9,70.0,108,0,Active,119,0.38,7.4
EMP-00252,Sales,East,Senior Engineer,2020-03-25,Male,Hispanic,26,Bachelor,116278.6,4.6,3.8,61.0,36,0,Active,102,0.46,4.8
EMP-00253,Sales,South,Director,2021-12-30,Non-Binary,Mixed,27,PhD,66121.96,4.9,4.4,30.0,132,0,Active,35,0.23,3.0
EMP-00254,Customer Support,West,Specialist,2017-05-23,Female,Asian,23,PhD,47202.45,3.6,3.5,17.0,8,0,Active,67,0.88,7.6
EMP-00255,Engineering,North,Engineer,2017-09-06,Female,Mixed,31,High School,158974.87,1.7,3.2,24.0,184,1,Active,90,0.74,7.3
EMP-00256,Finance,South,Senior Analyst,2020-05-23,Female,White,57,Associate,195538.14,3.1,2.7,81.0,147,1,Active,94,0.03,4.6
EMP-00257,Operations,Central,Engineer,2023-03-28,Male,White,56,Master,196557.27,1.0,1.3,49.0,69,0,On Leave,58,0.44,1.8
EMP-00258,Sales,South,Senior Manager,2023-08-14,Female,White,44,Bachelor,183997.4,4.1,3.9,36.0,113,0,Active,116,0.14,1.4
EMP-00259,Customer Support,Central,Engineer,2024-02-19,Female,Asian,37,Bachelor,43069.63,1.2,2.4,14.0,125,0,Active,65,0.64,0.9
EMP-00260,Sales,North,Engineer,2018-09-19,Female,Asian,58,Master,78417.31,4.2,1.8,40.0,140,0,Active,71,0.49,6.3
EMP-00261,HR,Central,Manager,2024-01-20,Male,Hispanic,63,Bachelor,62030.94,2.1,1.5,42.0,79,1,Active,16,0.81,0.9
EMP-00262,Operations,South,Manager,2023-04-20,Male,White,56,High School,142433.63,2.0,1.3,89.0,132,1,Terminated,14,0.68,1.7
EMP-00263,R&D,North,Coordinator,2019-03-20,Non-Binary,White,61,Master,175932.74,1.4,2.9,94.0,117,0,Active,68,0.82,5.8
EMP-00264,Customer Support,South,Coordinator,2017-04-20,Male,Hispanic,37,Master,131504.33,3.7,4.3,84.0,170,0,Terminated,119,0.88,7.7
EMP-00265,R&D,West,VP,2019-06-28,Female,White,26,High School,95467.6,2.5,1.5,39.0,80,0,Active,58,0.18,5.5
EMP-00266,Operations,South,Senior Analyst,2017-01-24,Male,Hispanic,32,Master,185905.16,1.4,3.1,56.0,181,0,Active,70,0.58,7.9
EMP-00267,Marketing,West,Senior Engineer,2024-04-06,Female,Black,50,Master,120829.31,2.3,2.5,84.0,61,0,On Leave,30,0.16,0.7
EMP-00268,HR,West,Senior Engineer,2015-01-28,Male,White,32,Bachelor,67949.62,4.7,3.2,6.0,9,0,Active,42,0.24,9.9
EMP-00269,Finance,Central,Senior Manager,2019-01-26,Female,Mixed,37,High School,125339.58,1.1,1.2,54.0,157,0,Active,31,0.23,5.9
EMP-00270,R&D,West,Senior Analyst,2015-02-10,Male,White,46,Bachelor,42900.89,3.7,3.1,40.0,6,0,Active,119,0.35,9.9
EMP-00271,Customer Support,Central,Specialist,2015-10-30,Male,Asian,24,Master,46162.2,3.0,3.2,39.0,184,1,Active,22,0.79,9.2
EMP-00272,HR,West,Specialist,2019-01-05,Female,Black,24,Bachelor,140415.0,3.4,4.5,36.0,138,1,Active,103,0.32,6.0
EMP-00273,R&D,North,Senior Analyst,2015-05-03,Male,White,22,Bachelor,155723.01,2.6,1.8,64.0,199,0,On Leave,101,0.75,9.7
EMP-00274,Engineering,Central,Coordinator,2021-03-22,Male,Asian,33,Associate,62131.32,2.9,4.3,42.0,50,0,Active,110,0.0,3.8
EMP-00275,R&D,South,Senior Manager,2016-04-16,Male,Asian,28,Bachelor,125346.57,4.0,4.0,33.0,63,0,Active,89,0.58,8.7
EMP-00276,HR,Central,Analyst,2016-08-06,Male,Asian,64,PhD,163621.06,2.9,4.7,57.0,30,0,Active,28,0.28,8.4
EMP-00277,Engineering,North,VP,2018-04-05,Non-Binary,Hispanic,53,Master,181174.12,2.5,4.7,38.0,111,0,Active,91,0.74,6.7
EMP-00278,HR,West,Analyst,2019-12-09,Male,Hispanic,43,Bachelor,115843.4,2.1,4.1,4.0,0,0,Terminated,22,0.99,5.1
EMP-00279,HR,North,Engineer,2017-03-07,Female,Mixed,33,Master,59546.36,2.8,4.7,42.0,88,0,Terminated,44,0.53,7.8
EMP-00280,Marketing,East,Specialist,2022-01-29,Male,White,27,Bachelor,51070.39,3.3,2.0,20.0,185,0,Active,111,0.53,2.9
EMP-00281,Customer Support,North,Specialist,2021-07-26,Male,White,59,Bachelor,177053.29,2.5,1.6,11.0,91,1,Active,15,0.97,3.4
EMP-00282,Operations,North,Senior Analyst,2023-08-02,Female,White,60,Master,52420.13,4.6,2.1,87.0,50,0,Active,67,0.36,1.4
EMP-00283,Engineering,North,Senior Engineer,2019-01-14,Male,Asian,59,Bachelor,170847.56,5.0,4.4,69.0,92,0,Active,61,0.4,6.0
EMP-00284,Finance,South,Manager,2015-06-29,Female,Black,62,Master,109901.85,1.8,2.3,39.0,149,0,On Leave,115,0.7,9.5
EMP-00285,Operations,South,Director,2015-05-02,Male,White,42,Bachelor,109829.95,3.6,4.3,99.0,45,0,Active,115,0.49,9.7
EMP-00286,Sales,North,Senior Manager,2017-03-26,Female,White,49,Bachelor,122974.34,1.8,2.5,37.0,144,0,Active,14,0.77,7.8
EMP-00287,R&D,East,VP,2017-03-21,Female,White,53,High School,61725.29,3.2,4.2,25.0,12,0,Active,76,0.41,7.8
EMP-00288,Finance,East,Engineer,2018-03-09,Female,Asian,48,Master,158807.12,2.6,4.4,48.0,79,0,On Leave,47,0.69,6.8
EMP-00289,HR,Central,Specialist,2016-12-14,Female,Asian,36,Master,88000.65,2.0,3.7,95.0,122,0,Active,100,0.77,8.1
EMP-00290,Finance,North,Coordinator,2017-06-15,Female,Asian,54,High School,135644.64,2.4,4.9,67.0,114,0,On Leave,78,0.64,7.6
EMP-00291,HR,Central,Director,2024-12-05,Male,Hispanic,53,Bachelor,40853.43,1.5,3.9,73.0,75,0,Active,110,0.2,0.1
EMP-00292,HR,West,Senior Analyst,2017-12-09,Female,White,55,Master,85042.9,1.3,2.0,17.0,112,1,Active,24,0.52,7.1
EMP-00293,Sales,East,Senior Manager,2023-01-23,Female,Hispanic,28,Master,46476.65,2.8,4.9,5.0,38,0,On Leave,22,0.97,1.9
EMP-00294,Marketing,West,Senior Analyst,2016-12-14,Male,Black,34,High School,90177.65,4.3,3.7,54.0,18,1,Terminated,20,0.1,8.1
EMP-00295,Customer Support,West,Analyst,2018-10-23,Female,Hispanic,60,Bachelor,60189.79,3.7,2.7,34.0,60,0,Active,59,0.71,6.2
EMP-00296,Marketing,North,Senior Analyst,2024-07-03,Female,Black,27,Associate,51206.91,3.4,3.0,5.0,95,1,On Leave,50,0.79,0.5
EMP-00297,Sales,East,Engineer,2021-03-21,Female,Black,30,Bachelor,175676.4,2.7,4.1,90.0,132,1,Terminated,101,0.68,3.8
EMP-00298,R&D,Central,Senior Analyst,2017-10-04,Female,White,63,Bachelor,98384.11,2.9,4.0,3.0,56,1,Active,62,0.11,7.2
EMP-00299,Finance,West,Senior Manager,2017-01-01,Male,Mixed,25,High School,172053.76,1.1,4.4,2.0,46,1,Active,21,0.07,8.0
EMP-00300,Engineering,North,Director,2017-03-13,Female,White,51,Bachelor,182825.75,4.8,2.0,31.0,78,0,On Leave,74,0.51,7.8
EMP-00301,Sales,South,Manager,2015-03-30,Male,Black,49,Master,120968.42,2.2,4.8,50.0,159,0,Terminated,49,0.32,9.8
EMP-00302,Operations,East,Senior Manager,2016-12-22,Female,White,42,Master,130853.21,4.7,2.0,46.0,0,0,Active,15,0.39,8.0
EMP-00303,HR,South,Coordinator,2024-06-14,Male,White,33,Bachelor,143449.38,3.9,2.9,37.0,34,0,Active,58,0.27,0.5
EMP-00304,Operations,Central,Manager,2017-12-08,Female,Asian,34,Bachelor,143153.39,3.2,1.8,87.0,158,0,On Leave,19,0.82,7.1
EMP-00305,R&D,Central,Senior Engineer,2016-02-19,Female,White,34,Master,124828.12,2.8,2.7,30.0,147,0,Active,50,0.85,8.9
EMP-00306,Marketing,Central,Coordinator,2015-03-27,Female,White,48,Associate,135095.93,2.3,3.6,66.0,46,0,On Leave,70,0.02,9.8
EMP-00307,Marketing,East,Senior Engineer,2024-04-28,Male,White,49,Master,110576.36,3.6,3.0,40.0,23,0,Active,89,0.81,0.7
EMP-00308,Finance,West,Manager,2022-08-06,Female,Black,39,Bachelor,186583.11,4.9,2.0,39.0,39,1,Active,32,0.67,2.4
EMP-00309,Engineering,North,Specialist,2016-07-16,Female,Black,58,PhD,155408.31,4.2,2.5,93.0,73,0,Active,65,0.45,8.5
EMP-00310,Operations,West,Specialist,2019-04-02,Female,White,37,Bachelor,90387.44,2.6,3.4,70.0,77,0,Active,106,0.08,5.8
EMP-00311,Sales,East,Engineer,2022-05-06,Non-Binary,Hispanic,42,Associate,93604.15,2.9,4.6,54.0,125,1,Active,96,0.67,2.7
EMP-00312,R&D,South,Analyst,2023-10-31,Male,Mixed,31,Associate,112836.35,2.9,2.7,18.0,191,0,Active,44,0.26,1.2
EMP-00313,HR,North,Coordinator,2024-12-04,Female,White,35,High School,45064.9,2.0,3.3,15.0,92,0,Active,60,0.55,0.1
EMP-00314,Operations,Central,Manager,2016-03-30,Female,Hispanic,49,Master,198620.89,4.4,4.6,20.0,119,0,Active,52,0.22,8.8
EMP-00315,HR,South,Senior Engineer,2018-10-18,Male,Black,50,Bachelor,114854.8,3.8,4.4,63.0,137,0,Active,106,0.88,6.2
EMP-00316,Engineering,West,VP,2017-05-11,Female,White,32,High School,164009.61,3.4,1.7,7.0,116,1,On Leave,64,0.35,7.6
EMP-00317,Finance,North,Specialist,2018-06-03,Female,Hispanic,51,Associate,65309.49,2.7,2.4,47.0,188,0,Terminated,68,0.69,6.6
EMP-00318,Operations,Central,Coordinator,2020-02-12,Male,White,61,Bachelor,137473.81,2.0,4.2,47.0,1,0,Active,34,0.49,4.9
EMP-00319,Engineering,North,Specialist,2017-09-10,Female,Asian,48,Bachelor,101073.24,3.6,3.9,92.0,22,1,Active,112,0.91,7.3
EMP-00320,Finance,West,Analyst,2019-02-23,Male,White,24,Master,182388.25,1.9,4.1,38.0,81,0,Active,46,0.23,5.9
EMP-00321,Finance,East,VP,2024-01-29,Female,Black,22,Bachelor,189206.22,1.0,1.6,90.0,192,0,Active,34,0.96,0.9
EMP-00322,Operations,West,Manager,2019-03-06,Female,White,53,Master,139970.73,1.3,2.8,62.0,185,0,Terminated,23,0.75,5.8
EMP-00323,R&D,East,Director,2022-05-31,Male,Asian,60,Bachelor,49749.92,3.8,3.8,40.0,138,1,Active,17,0.7,2.6
EMP-00324,Sales,Central,Analyst,2016-12-02,Female,Black,42,Bachelor,114657.35,2.5,2.6,53.0,100,0,Active,61,0.84,8.1
EMP-00325,Sales,West,Engineer,2020-11-28,Male,Asian,23,Master,42708.74,1.8,3.3,10.0,124,0,On Leave,70,0.65,4.1
EMP-00326,R&D,West,VP,2023-12-17,Female,Mixed,31,Bachelor,122881.9,2.0,4.0,89.0,163,0,Terminated,25,0.11,1.0
EMP-00327,HR,West,Coordinator,2021-12-27,Male,White,52,Bachelor,120226.72,3.0,3.0,64.0,96,0,Active,23,0.7,3.0
EMP-00328,Marketing,West,Director,2024-11-20,Male,Asian,39,Bachelor,106762.04,4.6,3.4,44.0,62,0,Terminated,80,0.44,0.1
EMP-00329,Operations,East,Senior Analyst,2019-11-12,Male,Hispanic,28,Bachelor,93921.21,2.1,2.4,78.0,35,1,Active,21,0.55,5.1
EMP-00330,Finance,East,Senior Engineer,2024-11-06,Female,White,26,Bachelor,132634.38,3.6,2.5,41.0,184,0,Active,82,0.41,0.2
EMP-00331,HR,South,Director,2022-12-22,Male,White,50,Bachelor,68286.36,4.3,1.8,47.0,88,0,Active,113,0.17,2.0
EMP-00332,Operations,Central,Senior Analyst,2015-09-25,Male,Asian,25,Associate,44211.99,3.0,5.0,43.0,22,0,Active,35,0.48,9.3
EMP-00333,Marketing,Central,Senior Manager,2016-04-30,Male,Black,24,Master,165871.32,1.1,3.4,100.0,181,0,Active,48,0.06,8.7
EMP-00334,R&D,East,Coordinator,2016-08-14,Male,Black,34,Associate,165694.77,4.2,1.8,77.0,62,0,Active,100,0.05,8.4
EMP-00335,HR,South,Senior Engineer,2024-11-24,Male,Asian,24,Bachelor,132704.24,4.5,1.7,93.0,32,1,Active,17,0.53,0.1
EMP-00336,Finance,South,Senior Engineer,2016-06-19,Male,Mixed,29,Master,172814.13,1.1,1.9,39.0,174,0,Terminated,29,0.18,8.5
EMP-00337,R&D,West,Manager,2023-11-30,Male,White,25,Bachelor,122071.12,1.5,3.9,50.0,18,0,Active,50,0.62,1.1
EMP-00338,Marketing,South,Coordinator,2017-02-15,Male,White,63,PhD,41047.61,1.3,3.0,21.0,161,0,Active,35,0.19,7.9
EMP-00339,R&D,Central,Senior Engineer,2017-02-24,Male,Asian,56,Bachelor,63724.35,1.9,3.1,2.0,22,0,Terminated,98,0.81,7.9
EMP-00340,Engineering,North,Coordinator,2020-12-21,Male,Asian,33,Master,113531.04,3.0,3.8,20.0,109,0,Active,75,0.15,4.0
EMP-00341,Sales,East,Specialist,2019-03-30,Female,Hispanic,45,Bachelor,177964.01,1.1,3.9,93.0,85,0,Active,63,0.44,5.8
EMP-00342,R&D,West,Senior Analyst,2022-10-15,Female,White,59,Bachelor,76093.14,1.7,4.0,46.0,194,0,Active,73,0.47,2.2
EMP-00343,Sales,South,VP,2019-03-13,Female,Hispanic,40,Master,45447.19,2.6,1.3,14.0,3,0,Active,40,0.62,5.8
EMP-00344,R&D,East,Manager,2018-07-26,Female,Black,57,PhD,106000.37,3.5,4.3,46.0,96,0,Active,65,0.4,6.4
EMP-00345,Customer Support,East,Director,2021-09-21,Male,White,56,Master,50675.46,4.6,1.7,79.0,83,1,Active,53,0.66,3.3
EMP-00346,Marketing,East,Senior Manager,2019-10-26,Female,Hispanic,39,High School,128068.37,4.3,3.5,51.0,127,0,On Leave,85,0.77,5.2
EMP-00347,Operations,Central,Senior Engineer,2022-02-18,Female,White,61,High School,48899.4,1.2,1.9,94.0,95,0,Active,84,0.12,2.9
EMP-00348,Marketing,West,Engineer,2017-09-28,Female,Hispanic,55,Associate,42660.37,4.9,4.3,90.0,180,0,On Leave,119,0.07,7.3
EMP-00349,Finance,North,Engineer,2015-07-09,Male,White,46,Master,190919.68,2.1,4.1,48.0,111,0,Active,111,0.68,9.5
EMP-00350,Marketing,West,Analyst,2023-07-23,Female,White,28,Master,146447.33,2.5,1.7,9.0,142,1,Active,43,0.85,1.4
EMP-00351,Operations,South,VP,2021-11-28,Female,Black,32,Bachelor,59118.16,1.3,3.2,71.0,120,0,Active,65,0.48,3.1
EMP-00352,Sales,West,Senior Analyst,2021-08-02,Male,White,59,Bachelor,128993.76,4.7,3.9,36.0,16,0,Active,102,0.63,3.4
EMP-00353,Finance,Central,Senior Engineer,2017-02-13,Female,White,40,Bachelor,81341.37,3.2,1.7,79.0,149,0,Active,51,0.3,7.9
EMP-00354,Operations,North,VP,2024-07-31,Female,White,56,Bachelor,161773.52,3.1,1.6,32.0,161,1,Active,28,0.87,0.4
EMP-00355,HR,West,Specialist,2021-01-02,Male,Hispanic,41,Master,170271.82,1.1,2.5,34.0,160,0,Active,41,0.77,4.0
EMP-00356,Customer Support,South,Coordinator,2018-04-19,Female,White,48,Master,121217.04,1.0,4.7,55.0,24,1,Active,72,0.59,6.7
EMP-00357,Sales,West,Analyst,2023-11-09,Female,White,52,Master,105519.13,3.7,1.3,3.0,13,0,Active,53,0.31,1.1
EMP-00358,Customer Support,Central,Senior Engineer,2016-08-31,Female,Mixed,46,Master,90751.37,2.9,2.4,18.0,109,0,Active,86,0.44,8.3
EMP-00359,Engineering,East,Senior Analyst,2018-09-04,Male,White,23,Associate,45254.41,3.0,4.2,85.0,49,0,On Leave,18,0.28,6.3
EMP-00360,Finance,Central,Engineer,2017-10-09,Female,White,50,Bachelor,129716.06,3.6,2.4,96.0,29,0,Active,114,0.43,7.2
EMP-00361,Engineering,Central,Manager,2015-08-07,Female,White,58,Bachelor,121428.32,1.6,1.2,20.0,21,0,Active,118,0.05,9.4
EMP-00362,R&D,Central,Engineer,2022-01-22,Female,Mixed,52,Bachelor,74083.98,5.0,3.5,77.0,82,0,Active,99,0.11,2.9
EMP-00363,Marketing,North,Analyst,2023-12-03,Male,Black,63,Bachelor,125128.2,1.3,4.8,12.0,101,0,Active,52,0.22,1.1
EMP-00364,HR,West,Coordinator,2018-02-21,Female,White,27,Bachelor,114821.1,2.1,3.3,48.0,3,1,Active,117,0.9,6.9
EMP-00365,Customer Support,South,Specialist,2024-10-15,Female,Hispanic,42,Master,81708.62,3.8,4.3,51.0,71,0,Active,69,0.47,0.2
EMP-00366,Marketing,East,VP,2016-06-01,Female,Asian,54,Master,158895.55,3.1,1.1,57.0,44,0,Active,92,0.48,8.6
EMP-00367,Sales,East,Engineer,2024-07-19,Female,Mixed,30,Associate,79340.64,1.4,3.6,37.0,115,0,Active,48,0.53,0.5
EMP-00368,HR,North,Specialist,2020-09-12,Male,Hispanic,31,High School,112166.36,4.1,1.6,86.0,73,0,Active,104,0.5,4.3
EMP-00369,Operations,South,Coordinator,2021-07-20,Female,White,43,Bachelor,125347.05,4.9,3.8,31.0,113,0,Active,30,0.09,3.5
EMP-00370,Sales,East,Analyst,2024-12-07,Female,Black,52,Master,169815.88,2.9,3.3,49.0,27,0,On Leave,32,0.32,0.1
EMP-00371,HR,South,Senior Engineer,2020-06-25,Male,White,32,Master,107287.96,2.0,1.9,20.0,181,1,Active,31,0.07,4.5
EMP-00372,R&D,South,Engineer,2017-05-07,Male,Hispanic,40,Bachelor,73119.81,1.4,3.3,58.0,185,0,Active,87,0.07,7.7
EMP-00373,R&D,West,Senior Analyst,2023-02-27,Female,Black,62,Bachelor,42370.73,1.8,3.7,21.0,84,0,On Leave,15,0.08,1.8
EMP-00374,R&D,North,Analyst,2015-11-30,Male,Hispanic,33,Associate,80329.46,2.2,4.6,25.0,64,0,Active,79,0.9,9.1
EMP-00375,Engineering,Central,Coordinator,2023-10-19,Female,White,59,Associate,160084.11,1.8,4.6,44.0,164,1,Active,62,0.22,1.2
EMP-00376,Sales,Central,Analyst,2020-04-11,Male,White,37,Associate,171275.72,3.7,4.7,28.0,181,1,On Leave,104,0.07,4.7
