transaction_id,date,region,country,customer_id,customer_segment,product,sales_channel,quantity,unit_price,discount_percent,customer_lifetime_value,recency_days,frequency,monetary_value,satisfaction_score,nps_score,revenue,cost,profit,profit_margin
TXN-000588,2024-05-10,North,Canada,CUST-0117,Individual,Basic Plan,Retail,45,1696.92,15,5554.99,266,45,24307.2,3.0,10,64907.19,40794.82,24112.370000000003,37.15
TXN-000589,2024-09-30,West,Japan,CUST-0703,Enterprise,Enterprise Suite,Retail,25,206.26,0,9840.6,21,42,3913.75,4.8,10,5156.5,3019.24,2137.26,41.45
TXN-000590,2022-08-05,North,USA,CUST-0342,Startup,Product B,Online,43,3059.13,15,40159.47,124,39,11549.27,2.1,-96,111811.2,46314.84,65496.36,58.58
TXN-000591,2024-06-06,North,France,CUST-0350,SMB,Premium Plan,Online,44,2865.56,0,9568.28,97,7,14588.0,2.1,-29,126084.64,73970.53,52114.11,41.33
TXN-000592,2024-01-12,North,India,CUST-0406,SMB,Basic Plan,Partner,22,530.33,10,31474.44,138,8,8120.61,4.4,-37,10500.53,6156.68,4343.85,41.37
TXN-000593,2024-07-30,Central,Japan,CUST-0742,Startup,Product D,Retail,35,2995.3,0,48527.05,338,24,15366.92,2.6,79,104835.5,55747.68,49087.82,46.82
TXN-000594,2022-11-10,South,Japan,CUST-0583,Enterprise,Product A,Online,33,4993.34,0,26383.09,353,47,15633.13,1.3,-66,164780.22,98427.49,66352.73,40.27
TXN-000595,2024-06-10,West,Canada,CUST-0631,Startup,Premium Plan,Partner,27,4725.12,10,9776.12,93,25,21071.51,2.9,-41,114820.42,75480.0,39340.42,34.26
TXN-000596,2022-12-27,Central,Brazil,CUST-0984,Individual,Enterprise Suite,Direct,40,63.22,0,16374.21,95,21,20829.63,3.2,-12,2528.8,1586.56,942.2400000000002,37.26
TXN-000597,2024-12-04,Central,UK,CUST-0030,Individual,Product C,Partner,26,3987.12,5,41261.17,24,33,3648.8,3.5,-1,98481.86,53380.15,45101.71,45.8
TXN-000598,2023-07-08,Central,Brazil,CUST-0853,SMB,Product C,Partner,19,1800.35,20,17907.22,136,10,4305.41,1.9,-62,27365.32,13099.38,14265.94,52.13
TXN-000599,2024-09-17,Central,UK,CUST-0180,Individual,Premium Plan,Retail,45,365.07,0,36313.81,334,22,5637.06,4.9,12,16428.15,8926.25,7501.9000000000015,45.66
TXN-000600,2024-08-10,Central,Mexico,CUST-0199,Startup,Product B,Direct,39,1515.12,15,38978.83,133,19,6604.63,3.9,33,50226.23,34344.26,15881.970000000001,31.62
TXN-000601,2024-06-11,East,Japan,CUST-0339,Individual,Product A,Retail,45,1642.6,0,25308.55,54,29,14155.89,3.9,-13,73917.0,47750.08,26166.92,35.4
TXN-000602,2023-07-04,West,Canada,CUST-0854,SMB,Product D,Retail,26,2640.06,0,39269.06,292,3,8254.51,4.5,18,68641.56,28013.44,40628.119999999995,59.19
TXN-000603,2023-10-23,Central,Germany,CUST-0347,Startup,Basic Plan,Partner,6,3322.36,0,16186.7,112,39,23828.77,1.1,48,19934.16,12655.98,7278.18,36.51
TXN-000604,2023-05-18,West,Australia,CUST-0945,Individual,Enterprise Suite,Partner,3,3757.83,25,26049.9,131,4,3045.71,3.5,63,8455.12,3814.67,4640.450000000001,54.88
TXN-000605,2022-06-27,East,India,CUST-0689,Individual,Product C,Online,6,1267.22,0,34484.63,278,37,6237.48,4.3,-83,7603.32,4344.03,3259.29,42.87
TXN-000606,2023-07-26,East,France,CUST-0491,SMB,Product C,Partner,28,1642.76,20,8819.62,264,31,21721.11,1.1,11,36797.82,23622.55,13175.27,35.8
TXN-000607,2024-07-12,West,India,CUST-0939,SMB,Product C,Online,3,1576.49,25,14044.29,78,6,14649.85,4.0,-100,3547.1,2016.12,1530.98,43.16
TXN-000608,2023-05-15,North,France,CUST-0486,SMB,Product C,Retail,13,1845.55,0,32775.81,263,28,13730.97,5.0,-84,23992.15,12503.71,11488.440000000002,47.88
TXN-000609,2024-08-09,South,Mexico,CUST-0817,SMB,Product E,Partner,13,4998.3,10,32940.33,68,10,14899.2,3.4,96,58480.11,29028.37,29451.74,50.36
TXN-000610,2024-02-16,North,Brazil,CUST-0037,SMB,Product B,Direct,13,3900.82,15,24918.48,62,12,6381.39,2.7,20,43104.06,21186.94,21917.12,50.85
TXN-000611,2023-11-20,North,USA,CUST-0662,SMB,Product D,Direct,1,4876.2,0,39881.48,363,46,19060.04,2.8,13,4876.2,3175.52,1700.6799999999998,34.88
TXN-000612,2022-02-28,North,Japan,CUST-0140,Individual,Enterprise Suite,Retail,40,3480.9,0,24361.72,175,2,12463.65,3.7,33,139236.0,90157.44,49078.56,35.25
TXN-000613,2024-10-09,Central,Germany,CUST-0494,Enterprise,Enterprise Suite,Retail,37,2061.04,5,44125.45,280,3,1160.64,3.3,-43,72445.56,46873.22,25572.339999999997,35.3
TXN-000614,2023-10-28,East,France,CUST-0160,Startup,Enterprise Suite,Partner,31,1979.23,15,36927.22,236,1,4511.24,4.2,72,52152.71,25284.61,26868.1,51.52
TXN-000615,2023-01-08,North,Australia,CUST-0643,SMB,Product D,Online,17,2468.48,15,16077.4,136,35,20433.94,2.7,-29,35669.54,22816.92,12852.620000000003,36.03
TXN-000616,2024-09-25,East,France,CUST-0472,SMB,Product B,Partner,9,2113.51,0,20065.07,224,24,8691.61,2.7,22,19021.59,7817.69,11203.900000000001,58.9
TXN-000617,2023-03-11,West,USA,CUST-0914,Enterprise,Premium Plan,Online,45,4150.21,0,33550.49,89,47,19358.76,4.0,23,186759.45,86271.08,100488.37000000001,53.81
TXN-000618,2023-12-28,South,India,CUST-0886,SMB,Premium Plan,Partner,13,2351.76,20,44775.4,107,48,16618.08,3.6,-53,24458.3,13558.48,10899.82,44.56
TXN-000619,2023-06-14,West,Canada,CUST-0550,Individual,Product A,Direct,37,1513.29,0,9346.08,41,34,7606.35,4.1,77,55991.73,29229.02,26762.710000000003,47.8
TXN-000620,2023-11-29,West,India,CUST-0918,Individual,Basic Plan,Direct,14,3885.56,10,25975.85,186,20,3263.19,4.5,-45,48958.06,21226.57,27731.489999999998,56.64
TXN-000621,2023-07-27,Central,Mexico,CUST-0344,SMB,Premium Plan,Online,11,4279.38,0,6379.83,188,16,20192.94,2.1,36,47073.18,19418.45,27654.73,58.75
TXN-000622,2023-07-20,South,Canada,CUST-0474,SMB,Basic Plan,Partner,25,2131.12,15,14333.03,9,30,16112.88,2.3,89,45286.3,26417.82,18868.480000000003,41.66
TXN-000623,2022-01-21,West,India,CUST-0803,SMB,Product B,Retail,31,3355.65,20,34456.08,180,47,7589.86,3.1,20,83220.12,41114.43,42105.689999999995,50.6
TXN-000624,2024-11-24,West,Australia,CUST-0834,Individual,Product C,Online,14,341.08,0,4347.86,186,39,13129.55,4.7,-70,4775.12,1932.91,2842.21,59.52
TXN-000625,2023-01-27,South,India,CUST-0424,Individual,Basic Plan,Direct,7,2670.85,0,33286.75,82,25,15336.39,4.3,-36,18695.95,9895.18,8800.77,47.07
TXN-000626,2022-06-25,South,Australia,CUST-0951,Startup,Product C,Online,24,272.66,5,45090.15,177,5,152.75,2.9,4,6216.65,3058.78,3157.8699999999994,50.8
TXN-000627,2023-05-10,West,Australia,CUST-0761,Startup,Product B,Partner,49,194.49,0,48483.83,94,29,16795.78,3.3,-40,9530.01,5460.53,4069.4800000000005,42.7
TXN-000628,2024-04-12,South,Canada,CUST-0058,Individual,Product B,Retail,36,3083.98,5,11223.29,116,37,16436.34,3.8,37,105472.12,71609.68,33862.44,32.11
TXN-000629,2024-09-27,West,Brazil,CUST-0856,Enterprise,Product D,Retail,42,1551.51,10,37570.45,160,28,2156.2,3.1,80,58647.08,28875.47,29771.61,50.76
TXN-000630,2023-05-08,West,UK,CUST-0534,SMB,Product D,Online,42,3725.56,0,46355.34,245,41,19715.06,1.4,25,156473.52,109397.05,47076.46999999999,30.09
TXN-000631,2024-09-02,Central,Japan,CUST-0307,Individual,Product E,Partner,47,4485.61,0,5022.78,283,23,20644.71,2.4,91,210823.67,89771.56,121052.11000000002,57.42
TXN-000632,2024-10-02,North,France,CUST-0579,Startup,Enterprise Suite,Partner,44,739.99,15,20994.17,213,32,7325.05,1.2,91,27675.63,11803.2,15872.43,57.35
TXN-000633,2024-07-06,West,UK,CUST-0743,Startup,Product E,Retail,41,3636.39,10,46010.78,152,46,4139.1,3.7,77,134182.79,82373.2,51809.59000000001,38.61
TXN-000634,2022-02-05,East,USA,CUST-0695,Startup,Enterprise Suite,Direct,3,2596.87,0,10537.98,166,18,17193.39,2.3,92,7790.61,4865.93,2924.6799999999994,37.54
TXN-000635,2022-07-10,North,Brazil,CUST-0324,SMB,Product C,Partner,47,604.99,10,46721.15,143,41,3171.42,4.0,-24,25591.08,13482.95,12108.130000000001,47.31
TXN-000636,2023-08-26,North,UK,CUST-0569,Startup,Product E,Retail,44,3275.38,15,26596.01,25,35,21465.26,2.7,41,122499.21,59511.87,62987.340000000004,51.42
TXN-000637,2023-03-30,North,Canada,CUST-0549,Startup,Product E,Retail,26,3066.86,5,5444.71,200,43,12055.22,1.2,-78,75751.44,48344.62,27406.82,36.18
TXN-000638,2024-04-08,Central,USA,CUST-0020,SMB,Product A,Partner,47,2602.43,0,22768.93,233,24,22754.24,2.5,26,122314.21,84014.17,38300.04000000001,31.31
TXN-000639,2023-05-14,West,Germany,CUST-0214,Startup,Product B,Partner,26,4636.03,0,16649.93,4,47,16090.02,1.9,55,120536.78,84010.59,36526.19,30.3
TXN-000640,2023-09-20,Central,Brazil,CUST-0592,Individual,Product D,Online,1,2629.34,15,14469.11,288,28,7198.8,1.9,-8,2234.94,1319.37,915.5700000000002,40.97
TXN-000641,2024-01-26,West,UK,CUST-0702,SMB,Product E,Direct,15,4953.05,15,27303.04,173,36,11754.14,2.5,-43,63151.39,39282.34,23869.050000000003,37.8
TXN-000642,2024-08-27,Central,USA,CUST-0340,SMB,Product D,Online,11,2570.68,10,24437.84,184,21,13280.74,4.9,67,25449.73,16457.68,8992.05,35.33
TXN-000643,2024-12-23,Central,Germany,CUST-0819,SMB,Enterprise Suite,Online,37,623.47,0,24357.37,251,5,20397.45,4.8,91,23068.39,14755.95,8312.439999999999,36.03
TXN-000644,2023-12-06,East,India,CUST-0939,Startup,Product E,Retail,7,2378.83,5,4863.02,291,26,21560.19,4.2,-4,15819.22,11042.1,4777.119999999999,30.2
TXN-000645,2024-05-21,Central,USA,CUST-0910,SMB,Enterprise Suite,Retail,12,952.53,15,40214.75,286,23,17106.99,2.0,29,9715.81,6248.52,3467.289999999999,35.69
TXN-000646,2023-11-09,South,Canada,CUST-0815,Startup,Premium Plan,Direct,38,3005.81,0,24331.25,359,44,7425.53,4.1,70,114220.78,68392.17,45828.61,40.12
TXN-000647,2023-12-22,East,India,CUST-0363,Individual,Premium Plan,Online,3,3481.0,0,41134.84,112,33,13261.36,1.1,-89,10443.0,5355.85,5087.15,48.71
TXN-000648,2024-07-18,Central,Canada,CUST-0068,SMB,Product E,Online,42,2368.75,5,41317.43,305,26,3352.48,1.2,3,94513.12,54760.52,39752.6,42.06
TXN-000649,2023-07-09,North,UK,CUST-0993,Individual,Premium Plan,Retail,26,533.63,15,16198.2,350,22,5829.73,4.3,-9,11793.22,7831.97,3961.249999999999,33.59
TXN-000650,2023-09-20,South,Japan,CUST-0153,Government,Basic Plan,Retail,30,2369.77,0,715.14,339,20,7646.16,3.3,-66,71093.1,34952.5,36140.600000000006,50.84
TXN-000651,2023-05-30,South,UK,CUST-0288,Enterprise,Product C,Partner,32,453.2,5,45606.66,130,2,1911.72,2.5,-27,13777.28,5637.6,8139.68,59.08
TXN-000652,2023-04-18,South,India,CUST-0861,SMB,Product A,Online,36,3426.52,10,38154.39,187,41,22136.22,4.0,10,111019.25,55304.76,55714.49,50.18
TXN-000653,2022-09-05,East,Australia,CUST-0032,Government,Enterprise Suite,Direct,45,3962.32,10,5808.97,29,18,3153.84,1.5,7,160473.96,110417.16,50056.79999999999,31.19
TXN-000654,2023-01-30,Central,UK,CUST-0348,Government,Product B,Online,37,4813.78,10,35235.49,158,5,17451.28,2.1,20,160298.87,102305.99,57992.87999999999,36.18
TXN-000655,2023-10-09,Central,India,CUST-0385,Enterprise,Product B,Retail,18,786.57,10,1491.15,235,32,12690.98,3.9,96,12742.43,5812.36,6930.070000000001,54.39
TXN-000656,2022-09-02,North,USA,CUST-0642,Enterprise,Product C,Partner,1,2685.48,0,1874.07,278,46,20811.02,1.8,90,2685.48,1083.86,1601.6200000000001,59.64
TXN-000657,2023-01-15,North,Mexico,CUST-0548,SMB,Premium Plan,Online,21,2859.31,0,26528.25,102,11,18551.79,3.4,68,60045.51,36071.49,23974.020000000004,39.93
TXN-000658,2023-01-28,South,UK,CUST-0863,Government,Product C,Direct,28,4616.26,10,5253.85,225,21,19017.48,2.8,-37,116329.75,66738.68,49591.07000000001,42.63
TXN-000659,2023-03-20,North,USA,CUST-0170,SMB,Premium Plan,Retail,48,3155.02,0,48234.66,275,22,10516.82,1.8,-83,151440.96,64346.45,87094.51,57.51
TXN-000660,2024-09-18,East,Canada,CUST-0585,Startup,Basic Plan,Partner,16,770.27,10,44744.65,323,3,20866.01,4.6,97,11091.89,7651.17,3440.7199999999993,31.02
TXN-000661,2023-07-21,Central,Brazil,CUST-0621,Individual,Product B,Online,48,2209.94,10,32665.7,232,9,2459.07,2.7,38,95469.41,55881.87,39587.54,41.47
TXN-000662,2024-12-10,South,Japan,CUST-0399,Enterprise,Enterprise Suite,Direct,28,3291.07,0,3653.59,342,2,11166.03,3.4,-36,92149.96,54871.27,37278.69000000001,40.45
TXN-000663,2023-08-03,North,Canada,CUST-0192,Startup,Product B,Retail,22,3516.41,5,16579.35,274,46,24865.89,2.0,50,73492.97,48217.22,25275.75,34.39
TXN-000664,2022-07-25,East,Canada,CUST-0610,SMB,Product A,Direct,19,4322.22,5,18900.29,113,28,23708.05,2.4,-97,78016.07,39095.33,38920.740000000005,49.89
TXN-000665,2023-02-02,East,India,CUST-0120,Individual,Product E,Online,48,943.51,0,24303.55,139,34,2147.09,1.2,-94,45288.48,25700.12,19588.360000000004,43.25
TXN-000666,2023-08-30,North,Australia,CUST-0886,SMB,Premium Plan,Retail,1,4760.13,5,8860.69,216,10,14367.34,2.9,68,4522.12,2590.53,1931.5899999999997,42.71
TXN-000667,2023-04-11,Central,France,CUST-0802,Startup,Product A,Online,31,342.74,20,29086.83,314,19,7959.7,2.4,76,8499.95,5866.72,2633.2300000000005,30.98
TXN-000668,2024-01-10,North,Mexico,CUST-0770,Startup,Basic Plan,Partner,42,4919.62,5,22070.65,274,29,18238.97,2.3,44,196292.84,86260.09,110032.75,56.06
TXN-000669,2023-01-03,South,Australia,CUST-0316,SMB,Basic Plan,Online,34,4295.95,10,47391.2,328,2,18421.11,4.6,-26,131456.07,82511.55,48944.520000000004,37.23
TXN-000670,2023-09-12,North,India,CUST-0723,Enterprise,Premium Plan,Partner,46,3318.35,0,46841.66,349,48,102.32,3.8,-46,152644.1,87395.67,65248.43000000001,42.75
TXN-000671,2022-01-29,East,Japan,CUST-0879,SMB,Premium Plan,Online,40,3688.23,0,28490.96,184,6,21160.9,2.8,21,147529.2,96427.11,51102.09000000001,34.64
TXN-000672,2024-12-29,North,Mexico,CUST-0323,SMB,Product B,Direct,6,409.83,0,32395.29,312,44,5667.21,1.8,-74,2458.98,1597.32,861.6600000000001,35.04
TXN-000673,2022-09-17,Central,Mexico,CUST-0727,Individual,Product E,Direct,28,255.33,15,7320.93,194,7,24151.07,4.9,39,6076.85,2452.67,3624.1800000000003,59.64
TXN-000674,2023-07-16,West,India,CUST-0033,Individual,Product B,Retail,3,553.74,0,11554.5,279,36,22645.24,1.3,74,1661.22,792.3,868.9200000000001,52.31
TXN-000675,2022-04-04,North,Germany,CUST-0279,SMB,Product A,Direct,31,482.43,0,45085.41,272,8,4847.41,1.5,61,14955.33,6793.39,8161.94,54.58
TXN-000676,2022-04-22,Central,Canada,CUST-0424,Startup,Product A,Direct,16,2759.54,10,35108.71,300,19,15944.75,2.1,35,39737.38,21399.1,18338.28,46.15
TXN-000677,2023-08-22,Central,Brazil,CUST-0089,Startup,Premium Plan,Partner,17,1116.45,0,9876.79,72,10,7479.15,4.8,15,18979.65,12746.47,6233.180000000002,32.84
TXN-000678,2022-09-16,East,Germany,CUST-0509,Individual,Enterprise Suite,Direct,44,4308.02,0,28725.41,196,33,2664.3,2.1,-78,189552.88,76105.83,113447.05,59.85
TXN-000679,2024-10-02,Central,India,CUST-0899,SMB,Enterprise Suite,Partner,27,2256.46,5,46770.68,270,37,21862.66,3.0,-75,57878.2,31627.98,26250.219999999998,45.35
TXN-000680,2022-07-30,Central,Germany,CUST-0244,SMB,Product A,Partner,24,3492.78,0,17585.97,331,38,4602.58,4.0,61,83826.72,55781.49,28045.230000000003,33.46
TXN-000681,2022-01-26,Central,Brazil,CUST-0381,SMB,Product E,Partner,20,3281.72,5,9698.11,240,27,10582.09,4.7,59,62352.68,42266.62,20086.059999999998,32.21
TXN-000682,2023-08-06,Central,India,CUST-0463,Startup,Premium Plan,Online,32,1633.27,0,47130.25,108,29,23112.31,3.4,-95,52264.64,31211.9,21052.739999999998,40.28
TXN-000683,2024-08-19,South,India,CUST-0850,SMB,Basic Plan,Partner,35,1253.68,0,23332.64,292,19,1976.32,2.5,92,43878.8,28474.08,15404.720000000001,35.11
TXN-000684,2024-09-07,South,Mexico,CUST-0974,SMB,Enterprise Suite,Online,13,1745.16,20,21153.48,300,18,13809.55,4.9,20,18149.66,9024.38,9125.28,50.28
TXN-000685,2024-06-21,East,Germany,CUST-0310,Enterprise,Enterprise Suite,Partner,48,3993.46,20,13744.58,100,23,14346.39,1.1,-42,153348.86,74495.01,78853.84999999999,51.42
TXN-000686,2023-11-29,North,USA,CUST-0222,Startup,Product D,Online,43,2952.07,15,44633.47,81,1,19100.36,4.3,77,107898.16,44749.24,63148.920000000006,58.53
TXN-000687,2023-01-13,Central,UK,CUST-0538,SMB,Product D,Retail,20,1305.02,20,42358.03,270,43,20695.56,2.1,95,20880.32,11504.24,9376.08,44.9
TXN-000688,2022-04-16,North,India,CUST-0310,SMB,Enterprise Suite,Retail,48,4098.34,5,20448.02,349,3,10661.18,4.3,-93,186884.3,100310.07,86574.22999999998,46.33
TXN-000689,2023-06-02,North,Germany,CUST-0180,SMB,Product B,Online,2,321.06,10,2015.36,17,10,18617.71,1.6,-61,577.91,295.64,282.27,48.84
TXN-000690,2024-09-05,East,France,CUST-0115,SMB,Product E,Retail,4,3510.96,5,22609.25,193,7,22769.94,2.4,73,13341.65,5790.28,7551.37,56.6
TXN-000691,2022-08-22,Central,Japan,CUST-0384,Startup,Product C,Direct,27,2223.55,15,9452.47,212,49,22168.03,1.2,-17,51030.47,23944.97,27085.5,53.08
TXN-000692,2022-05-14,Central,France,CUST-0804,SMB,Enterprise Suite,Partner,25,3669.89,5,7565.34,353,26,12595.29,1.8,60,87159.89,40189.66,46970.229999999996,53.89
TXN-000693,2024-03-31,West,Germany,CUST-0039,SMB,Product D,Online,4,4640.93,0,19958.13,126,16,15215.04,3.4,-43,18563.72,12682.56,5881.160000000002,31.68
TXN-000694,2024-10-04,North,Canada,CUST-0797,Startup,Product E,Retail,32,3762.67,15,5404.31,310,39,16852.94,4.0,15,102344.62,70611.45,31733.17,31.01
TXN-000695,2022-06-01,North,Canada,CUST-0207,SMB,Product E,Retail,17,2237.73,15,47894.49,126,45,20495.81,4.6,30,32335.2,12967.27,19367.93,59.9
TXN-000696,2022-04-20,South,Germany,CUST-0936,SMB,Product D,Direct,1,797.33,15,2853.19,130,32,12742.55,1.5,-22,677.73,305.77,371.96000000000004,54.88
TXN-000697,2022-11-07,West,Mexico,CUST-0095,Individual,Premium Plan,Partner,33,4041.44,0,20367.8,145,12,2886.31,1.6,54,133367.52,88907.36,44460.15999999999,33.34
TXN-000698,2022-11-02,South,Mexico,CUST-0455,SMB,Product E,Direct,30,2330.49,0,8553.78,256,44,9694.01,4.8,-36,69914.7,28770.04,41144.659999999996,58.85
TXN-000699,2023-09-15,South,India,CUST-0519,SMB,Premium Plan,Online,5,422.8,0,34596.16,23,8,18033.03,4.1,-44,2114.0,1443.94,670.06,31.7
TXN-000700,2022-06-24,South,Brazil,CUST-0026,Enterprise,Product E,Retail,12,3609.32,5,4401.17,214,8,15632.59,3.2,62,41146.25,21149.97,19996.28,48.6
TXN-000701,2023-05-24,East,UK,CUST-0819,SMB,Product D,Retail,38,1494.67,0,27566.88,129,45,18861.95,2.9,79,56797.46,31897.78,24899.68,43.84
TXN-000702,2022-08-31,East,India,CUST-0495,Startup,Product A,Retail,32,292.0,0,38768.52,12,11,12548.85,1.6,78,9344.0,5878.74,3465.26,37.09
TXN-000703,2024-05-02,South,France,CUST-0927,Startup,Enterprise Suite,Direct,38,4518.62,0,47527.96,141,33,4442.68,2.5,-84,171707.56,81247.13,90460.43,52.68
TXN-000704,2023-04-08,West,UK,CUST-0513,Startup,Product B,Direct,17,2441.35,0,35077.11,268,25,2968.67,2.5,-49,41502.95,17854.66,23648.289999999997,56.98
TXN-000705,2024-12-06,North,France,CUST-0158,SMB,Premium Plan,Partner,45,1440.76,10,5424.84,57,17,12083.42,3.6,75,58350.78,37518.64,20832.14,35.7
TXN-000706,2024-02-19,West,Mexico,CUST-0195,SMB,Product C,Online,40,3596.11,20,4881.77,86,31,5222.55,3.4,-43,115075.52,80022.13,35053.39,30.46
TXN-000707,2024-07-11,Central,Germany,CUST-0349,Individual,Product B,Partner,32,4435.22,0,36714.1,274,19,24558.45,1.2,-25,141927.04,84820.34,57106.70000000001,40.24
TXN-000708,2024-06-25,East,Brazil,CUST-0946,Individual,Product A,Partner,24,51.52,5,11158.81,103,45,5048.95,4.4,2,1174.66,760.67,413.9900000000001,35.24
TXN-000709,2023-09-01,North,France,CUST-0496,Enterprise,Basic Plan,Retail,12,3454.87,0,22638.35,339,15,14212.93,4.8,-75,41458.44,28290.98,13167.460000000003,31.76
TXN-000710,2024-05-28,North,Mexico,CUST-0751,SMB,Product A,Direct,47,3846.71,0,48842.74,350,44,144.02,4.1,-74,180795.37,84716.0,96079.37,53.14
TXN-000711,2023-09-18,Central,Brazil,CUST-0895,SMB,Product E,Online,31,1089.14,10,41085.39,143,49,6415.76,1.7,-77,30387.01,15349.14,15037.869999999999,49.49
TXN-000712,2022-05-04,Central,India,CUST-0537,Enterprise,Product B,Partner,19,2473.64,10,42406.37,334,35,6552.55,1.7,-20,42299.24,19699.09,22600.149999999998,53.43
TXN-000713,2022-07-23,South,Germany,CUST-0318,SMB,Premium Plan,Online,29,491.97,15,43108.11,329,39,18475.89,3.9,38,12127.06,5075.6,7051.459999999999,58.15
TXN-000714,2023-03-02,East,Japan,CUST-0795,Enterprise,Premium Plan,Retail,21,3746.41,5,31167.49,176,2,12441.09,2.8,-15,74740.88,46315.63,28425.250000000007,38.03
TXN-000715,2023-03-09,East,Canada,CUST-0336,Startup,Product A,Partner,26,4244.91,20,37324.73,133,34,401.09,4.1,35,88294.13,39175.87,49118.26,55.63
TXN-000716,2023-06-26,West,Australia,CUST-0147,Startup,Product B,Direct,28,585.52,0,18268.57,344,25,9541.36,1.3,75,16394.56,7013.8,9380.760000000002,57.22
TXN-000717,2022-06-16,South,Brazil,CUST-0788,Enterprise,Product A,Partner,17,4091.48,0,49923.09,264,38,16155.05,3.9,-69,69555.16,35284.67,34270.490000000005,49.27
TXN-000718,2022-11-18,South,Japan,CUST-0893,Enterprise,Product C,Retail,9,3869.27,0,14341.3,147,4,15954.0,2.7,-72,34823.43,14562.0,20261.43,58.18
TXN-000719,2023-05-07,South,Japan,CUST-0101,Individual,Product A,Partner,21,1767.22,15,29705.37,12,16,1441.83,1.1,5,31544.88,14317.2,17227.68,54.61
TXN-000720,2022-12-22,South,Brazil,CUST-0842,SMB,Product B,Retail,34,3466.93,0,14462.05,328,32,23229.93,3.2,-5,117875.62,49623.56,68252.06,57.9
TXN-000721,2022-06-03,East,Japan,CUST-0961,Startup,Product E,Partner,11,50.24,0,6047.52,55,15,6250.08,3.8,20,552.64,366.5,186.14,33.68
TXN-000722,2022-11-17,East,France,CUST-0529,SMB,Product B,Online,20,4662.4,10,28595.5,230,42,22299.0,3.1,3,83923.2,53200.62,30722.579999999994,36.61
TXN-000723,2022-01-06,South,Japan,CUST-0693,Startup,Product D,Direct,49,2774.4,0,17990.76,122,14,5414.02,1.5,32,135945.6,89432.42,46513.18000000001,34.21
TXN-000724,2024-04-16,West,Mexico,CUST-0136,SMB,Product B,Retail,47,3120.68,0,29369.35,349,41,14239.47,4.3,76,146671.96,96876.73,49795.229999999996,33.95
TXN-000725,2024-07-11,North,UK,CUST-0211,Enterprise,Product C,Online,39,3340.06,0,28154.58,233,15,10211.4,2.3,40,130262.34,89015.12,41247.22,31.66
TXN-000726,2024-08-20,North,France,CUST-0742,SMB,Enterprise Suite,Retail,16,2828.78,0,27341.71,162,7,14575.6,4.7,27,45260.48,20638.61,24621.870000000003,54.4
TXN-000727,2023-08-20,West,Japan,CUST-0038,SMB,Product C,Partner,29,4290.98,10,6603.41,82,7,12496.78,4.6,-12,111994.58,75036.67,36957.91,33.0
TXN-000728,2022-03-08,South,India,CUST-0471,SMB,Product C,Retail,1,3068.02,5,22288.95,47,8,150.98,1.8,-59,2914.62,1624.93,1289.6899999999998,44.25
TXN-000729,2023-04-20,East,Canada,CUST-0397,Startup,Product A,Retail,18,4543.41,0,40694.2,364,19,8848.18,2.9,-91,81781.38,36790.93,44990.450000000004,55.01
TXN-000730,2023-08-14,North,Germany,CUST-0731,SMB,Product C,Direct,22,2932.54,0,16099.6,291,18,379.31,1.5,53,64515.88,38498.69,26017.189999999995,40.33
TXN-000731,2023-08-03,Central,Japan,CUST-0886,Enterprise,Product B,Online,8,897.06,15,22469.66,160,17,17115.83,3.7,-75,6100.01,3038.42,3061.59,50.19
TXN-000732,2024-07-18,Central,USA,CUST-0535,Startup,Premium Plan,Partner,7,4572.13,5,24944.66,179,18,21352.05,4.4,50,30404.66,12585.73,17818.93,58.61
TXN-000733,2022-05-26,West,Canada,CUST-0119,Startup,Enterprise Suite,Direct,25,3424.06,10,43205.2,362,19,9679.39,3.6,71,77041.35,32634.28,44407.07000000001,57.64
TXN-000734,2023-04-24,South,India,CUST-0005,Government,Premium Plan,Retail,30,3511.23,5,32952.19,208,40,13167.57,2.0,-25,100070.06,52748.41,47321.649999999994,47.29
TXN-000735,2023-06-26,North,Mexico,CUST-0319,Startup,Basic Plan,Direct,34,4928.13,0,5460.03,40,13,1739.35,1.3,-62,167556.42,108567.36,58989.06000000001,35.21
TXN-000736,2023-02-10,South,Japan,CUST-0955,SMB,Product E,Retail,44,422.22,25,43325.96,214,11,9691.42,1.3,70,13933.26,6873.39,7059.87,50.67
TXN-000737,2024-05-20,North,Mexico,CUST-0046,Startup,Basic Plan,Partner,48,2171.53,5,41687.27,352,7,3557.62,3.4,-49,99021.77,62367.65,36654.12,37.02
TXN-000738,2022-08-24,West,Japan,CUST-0704,Individual,Product C,Retail,41,1233.52,0,37805.48,154,27,1711.08,4.8,22,50574.32,21075.49,29498.829999999998,58.33
TXN-000739,2023-04-06,West,Australia,CUST-0869,Individual,Premium Plan,Direct,11,3170.61,5,23569.87,338,37,4383.63,3.8,-43,33132.87,17166.79,15966.080000000002,48.19
TXN-000740,2022-11-02,Central,UK,CUST-0609,SMB,Product B,Direct,15,4043.72,0,37998.5,293,5,21784.01,3.9,-25,60655.8,26581.32,34074.48,56.18
TXN-000741,2023-06-29,South,Mexico,CUST-0893,SMB,Product A,Retail,35,4833.24,0,24197.73,166,8,24556.89,2.3,-1,169163.4,111489.59,57673.81,34.09
