transaction_id,date,region,department,category,sub_category,cost_center,budget_amount,actual_amount,forecast_amount,quarter,fiscal_year,variance,variance_percent,forecast_accuracy
FIN-000356,2023-06-27,North,Marketing,R&D,Rent,CC-100,316120.78,66227.32,319652.2,Q1,2022,-249893.46000000002,-79.05,-282.66
FIN-000357,2023-03-13,East,Operations,Interest,Salaries,CC-400,21822.82,164837.03,450940.3,Q1,2024,143014.21,655.34,-73.57
FIN-000358,2022-01-05,North,Engineering,R&D,Equipment,CC-400,333478.09,380029.29,231960.7,Q3,2023,46551.19999999995,13.96,61.04
FIN-000359,2024-03-17,East,Engineering,Revenue,Software,CC-200,41561.27,119579.06,203455.43,Q1,2022,78017.79000000001,187.72,29.86
FIN-000360,2023-03-22,North,Engineering,R&D,Salaries,CC-200,190780.01,533807.9,188256.57,Q4,2023,343027.89,179.8,35.27
FIN-000361,2023-09-17,West,Operations,Depreciation,Rent,CC-200,213471.47,10764.89,36102.15,Q3,2023,-202706.58000000002,-94.96,-135.37
FIN-000362,2024-11-21,North,HR,Depreciation,Salaries,CC-200,325142.73,316405.57,488416.17,Q2,2023,-8737.159999999974,-2.69,45.64
FIN-000363,2022-03-14,Central,R&D,COGS,Rent,CC-200,171827.47,310882.5,31607.78,Q2,2023,139055.03,80.93,10.17
FIN-000364,2024-08-06,East,Customer Support,Operating Expenses,Equipment,CC-200,56205.84,156670.07,296127.2,Q3,2024,100464.23000000001,178.74,10.99
FIN-000365,2024-09-26,West,Finance,Interest,Other,CC-400,78416.06,330754.28,414471.98,Q3,2024,252338.22000000003,321.79,74.69
FIN-000366,2022-04-28,East,Operations,Revenue,Materials,CC-200,226449.06,312125.84,446778.24,Q3,2024,85676.78000000003,37.83,56.86
FIN-000367,2023-12-30,North,R&D,Depreciation,Rent,CC-100,290601.82,380826.51,103358.51,Q1,2023,90224.69,31.05,27.14
FIN-000368,2022-01-13,East,Finance,Operating Expenses,Salaries,CC-300,468580.26,481274.84,25632.45,Q2,2024,12694.580000000016,2.71,5.33
FIN-000369,2024-07-31,South,Sales,COGS,Travel,CC-500,281891.5,62465.55,401651.19,Q1,2022,-219425.95,-77.84,-443.0
FIN-000370,2023-11-04,North,Sales,Interest,Services,CC-500,353329.9,460721.52,40374.87,Q4,2022,107391.62,30.39,8.76
FIN-000371,2023-09-04,North,HR,Interest,Utilities,CC-400,103087.48,19095.48,232330.54,Q2,2024,-83992.0,-81.48,-1016.68
FIN-000372,2023-12-26,East,Marketing,Revenue,Software,CC-500,495615.77,41401.82,190376.65,Q3,2023,-454213.95,-91.65,-259.83
FIN-000373,2022-08-08,West,Operations,Marketing,Salaries,CC-200,81513.15,499895.2,77594.15,Q4,2024,418382.05000000005,513.27,15.52
FIN-000374,2022-01-11,Central,Sales,Depreciation,Software,CC-100,285876.16,390454.88,280449.84,Q4,2024,104578.72000000003,36.58,71.83
FIN-000375,2023-12-18,West,Operations,Interest,Salaries,CC-400,473940.7,356346.39,86234.75,Q1,2023,-117594.31,-24.81,24.2
FIN-000376,2023-01-17,Central,Operations,COGS,Software,CC-400,238751.57,288663.17,348462.54,Q2,2024,49911.59999999998,20.91,79.28
FIN-000377,2024-04-03,South,R&D,Interest,Other,CC-100,452499.29,430795.34,416172.47,Q4,2024,-21703.949999999953,-4.8,96.61
FIN-000378,2023-12-28,Central,Sales,Depreciation,Equipment,CC-200,297796.51,403059.16,127164.35,Q3,2022,105262.64999999997,35.35,31.55
FIN-000379,2022-01-19,West,Operations,Depreciation,Equipment,CC-400,427488.89,194407.55,387211.26,Q2,2022,-233081.34000000003,-54.52,0.82
FIN-000380,2022-07-27,Central,Engineering,Marketing,Other,CC-100,359519.59,276460.88,339339.81,Q2,2024,-83058.71000000002,-23.1,77.26
FIN-000381,2024-06-01,Central,Operations,Operating Expenses,Software,CC-200,298130.84,269426.91,146846.23,Q3,2024,-28703.93000000005,-9.63,54.5
FIN-000382,2024-10-04,South,Operations,COGS,Services,CC-100,66719.27,243112.31,108722.54,Q3,2023,176393.03999999998,264.38,44.72
FIN-000383,2023-02-09,Central,Sales,Interest,Equipment,CC-200,152637.27,377535.72,455859.7,Q4,2024,224898.44999999998,147.34,79.25
FIN-000384,2022-06-23,East,Operations,Marketing,Travel,CC-500,69297.99,447619.64,111963.6,Q4,2024,378321.65,545.93,25.01
FIN-000385,2024-12-19,South,Finance,Marketing,Travel,CC-100,278541.19,525767.53,49152.34,Q3,2022,247226.34000000003,88.76,9.35
FIN-000386,2024-11-19,South,R&D,Depreciation,Equipment,CC-200,224615.75,231853.07,171556.34,Q2,2022,7237.320000000007,3.22,73.99
FIN-000387,2022-11-11,East,Engineering,Depreciation,Utilities,CC-300,220840.89,386598.7,471221.19,Q2,2024,165757.81,75.06,78.11
FIN-000388,2024-04-21,South,HR,Interest,Software,CC-500,148587.9,313181.39,308376.19,Q4,2024,164593.49000000002,110.77,98.47
FIN-000389,2022-09-11,South,HR,Administrative,Materials,CC-400,410536.06,106068.88,376014.98,Q3,2022,-304467.18,-74.16,-154.5
FIN-000390,2024-09-25,West,HR,Revenue,Software,CC-100,218267.39,173593.02,120817.12,Q2,2024,-44674.370000000024,-20.47,69.6
FIN-000391,2022-01-15,West,Engineering,Revenue,Services,CC-200,147473.95,468247.42,261367.52,Q3,2022,320773.47,217.51,55.82
FIN-000392,2022-11-15,North,Sales,Operating Expenses,Equipment,CC-400,139400.46,445815.25,413202.68,Q2,2024,306414.79000000004,219.81,92.68
FIN-000393,2023-05-28,North,Sales,COGS,Utilities,CC-400,160742.86,469518.0,197973.84,Q3,2022,308775.14,192.09,42.17
FIN-000394,2023-04-09,South,Finance,Depreciation,Equipment,CC-400,416205.89,31054.9,374972.68,Q3,2022,-385150.99,-92.54,-1007.45
FIN-000395,2024-08-21,South,Engineering,Marketing,Materials,CC-400,189628.01,544575.99,307033.16,Q4,2024,354947.98,187.18,56.38
FIN-000396,2024-03-20,East,Engineering,Depreciation,Rent,CC-200,129455.91,310009.01,180357.69,Q1,2024,180553.1,139.47,58.18
FIN-000397,2024-02-06,East,Finance,COGS,Materials,CC-200,445721.75,282289.75,220360.48,Q4,2023,-163432.0,-36.67,78.06
FIN-000398,2023-09-05,South,Sales,R&D,Equipment,CC-300,448703.53,406049.6,385255.49,Q2,2024,-42653.93000000005,-9.51,94.88
FIN-000399,2024-01-17,Central,Sales,Administrative,Software,CC-300,343790.21,79369.98,391612.14,Q4,2024,-264420.23000000004,-76.91,-293.4
FIN-000400,2024-05-27,West,Marketing,Administrative,Other,CC-200,414732.12,131883.1,464531.98,Q1,2022,-282849.02,-68.2,-152.23
FIN-000401,2023-01-09,Central,Marketing,Operating Expenses,Equipment,CC-200,417490.13,518590.09,284389.0,Q1,2023,101099.96000000002,24.22,54.84
FIN-000402,2023-07-06,West,Operations,Administrative,Materials,CC-300,351440.12,120090.91,235796.65,Q3,2023,-231349.21,-65.83,3.65
FIN-000403,2022-08-11,South,Marketing,Administrative,Rent,CC-200,237981.63,190428.69,408093.68,Q1,2023,-47552.94,-19.98,-14.3
FIN-000404,2024-06-17,West,Marketing,Operating Expenses,Utilities,CC-100,473303.47,141432.54,206218.82,Q4,2024,-331870.92999999993,-70.12,54.19
FIN-000405,2024-06-18,North,Operations,Administrative,Materials,CC-100,170898.61,269995.66,312125.05,Q2,2024,99097.04999999999,57.99,84.4
FIN-000406,2022-11-28,South,Sales,Administrative,Materials,CC-100,397897.76,443745.1,397536.63,Q4,2022,45847.33999999997,11.52,89.59
FIN-000407,2022-10-14,South,HR,Administrative,Services,CC-100,121405.07,461962.61,481663.73,Q4,2022,340557.54,280.51,95.74
FIN-000408,2023-12-26,South,Engineering,Revenue,Travel,CC-400,329220.19,184137.38,463162.26,Q3,2023,-145082.81,-44.07,-51.53
FIN-000409,2024-06-07,East,Marketing,Administrative,Utilities,CC-100,416662.99,48229.14,346593.76,Q3,2022,-368433.85,-88.42,-518.64
FIN-000410,2022-01-12,South,HR,Administrative,Services,CC-300,364493.39,68996.63,19493.33,Q2,2024,-295496.76,-81.07,28.25
FIN-000411,2024-01-06,South,Marketing,Marketing,Utilities,CC-400,356913.15,450601.92,386370.64,Q3,2023,93688.76999999996,26.25,85.75
FIN-000412,2023-02-11,South,R&D,COGS,Software,CC-300,238209.21,240383.49,178254.63,Q4,2022,2174.279999999999,0.91,74.15
FIN-000413,2022-08-15,Central,Finance,Marketing,Salaries,CC-500,450998.25,453113.28,434910.2,Q4,2024,2115.030000000028,0.47,95.98
FIN-000414,2023-01-24,West,Customer Support,Operating Expenses,Salaries,CC-500,163499.71,15664.38,22692.82,Q2,2023,-147835.33,-90.42,55.13
FIN-000415,2023-08-07,North,Marketing,Depreciation,Materials,CC-200,454119.07,26930.79,66877.03,Q4,2023,-427188.28,-94.07,-48.33
FIN-000416,2022-03-24,South,Customer Support,Marketing,Equipment,CC-400,28122.99,178992.07,361483.36,Q4,2024,150869.08000000002,536.46,-1.95
FIN-000417,2022-10-01,West,Finance,Depreciation,Salaries,CC-100,304045.51,118656.58,144852.12,Q4,2022,-185388.93,-60.97,77.92
FIN-000418,2024-03-19,North,Operations,Operating Expenses,Equipment,CC-500,315099.14,357696.99,171423.19,Q2,2022,42597.84999999998,13.52,47.92
FIN-000419,2024-05-12,West,Customer Support,R&D,Other,CC-400,138741.98,325242.06,213527.36,Q3,2024,186500.08,134.42,65.65
FIN-000420,2023-11-10,South,Engineering,Marketing,Software,CC-100,379571.29,492712.0,106165.54,Q4,2024,113140.71000000002,29.81,21.55
FIN-000421,2022-03-06,West,Marketing,Operating Expenses,Travel,CC-500,104108.42,435346.31,448186.83,Q1,2024,331237.89,318.17,97.05
FIN-000422,2022-11-25,West,Finance,Marketing,Equipment,CC-200,212429.93,62636.12,54108.42,Q4,2022,-149793.81,-70.51,86.39
FIN-000423,2023-02-12,West,Engineering,Depreciation,Services,CC-300,450657.19,488808.45,95935.9,Q1,2022,38151.26000000001,8.47,19.63
FIN-000424,2024-09-08,South,Marketing,Marketing,Materials,CC-200,203181.39,73050.98,203865.77,Q4,2024,-130130.41000000002,-64.05,-79.07
FIN-000425,2023-06-29,East,Operations,COGS,Materials,CC-500,414896.88,114625.79,201041.0,Q1,2022,-300271.09,-72.37,24.61
FIN-000426,2022-09-01,East,Customer Support,Marketing,Other,CC-300,58442.57,281877.94,35506.44,Q1,2024,223435.37,382.32,12.6
FIN-000427,2024-05-12,West,Customer Support,Interest,Travel,CC-500,66028.12,68477.97,181949.0,Q2,2023,2449.850000000006,3.71,-65.7
FIN-000428,2024-09-28,South,Customer Support,Marketing,Equipment,CC-500,97254.26,130933.9,399579.08,Q4,2022,33679.64,34.63,-105.18
FIN-000429,2024-10-11,West,Marketing,Administrative,Software,CC-100,90839.11,250659.19,464065.19,Q3,2024,159820.08000000002,175.94,14.86
FIN-000430,2022-09-18,East,Operations,Marketing,Salaries,CC-400,489461.79,142646.34,72325.44,Q4,2022,-346815.44999999995,-70.86,50.7
FIN-000431,2023-10-28,Central,Sales,Operating Expenses,Services,CC-300,64722.23,521060.37,341922.12,Q3,2022,456338.14,705.07,65.62
FIN-000432,2024-03-29,Central,HR,Operating Expenses,Salaries,CC-200,83249.93,95806.27,482488.32,Q4,2024,12556.340000000011,15.08,-303.61
FIN-000433,2024-10-24,West,R&D,Administrative,Salaries,CC-300,93540.47,318668.08,162257.19,Q3,2024,225127.61000000002,240.67,50.92
FIN-000434,2024-03-07,East,HR,Interest,Materials,CC-400,303252.34,277829.69,456918.1,Q4,2023,-25422.650000000023,-8.38,35.54
FIN-000435,2022-09-27,Central,Engineering,Depreciation,Software,CC-400,251355.66,253259.62,88966.97,Q3,2022,1903.9599999999919,0.76,35.13
FIN-000436,2022-08-13,Central,Finance,Marketing,Rent,CC-400,364397.81,134717.49,448958.91,Q3,2024,-229680.32,-63.03,-133.26
FIN-000437,2022-08-09,West,HR,R&D,Rent,CC-100,178067.7,111385.97,227064.8,Q3,2024,-66681.73000000001,-37.45,-3.85
FIN-000438,2022-02-13,West,Finance,Interest,Salaries,CC-500,30003.15,172622.96,430760.87,Q3,2024,142619.81,475.35,-49.54
FIN-000439,2022-09-16,East,Finance,Administrative,Salaries,CC-200,179584.63,329157.58,116591.03,Q2,2024,149572.95,83.29,35.42
FIN-000440,2022-11-15,North,HR,Marketing,Materials,CC-200,389244.5,322835.09,44228.09,Q2,2024,-66409.40999999997,-17.06,13.7
FIN-000441,2023-12-06,Central,HR,Depreciation,Materials,CC-200,409093.58,426716.63,313464.15,Q4,2022,17623.04999999999,4.31,73.46
FIN-000442,2024-10-21,North,R&D,Marketing,Salaries,CC-300,359659.95,172470.09,145106.8,Q3,2024,-187189.86000000002,-52.05,84.13
FIN-000443,2022-01-28,Central,Customer Support,Administrative,Services,CC-100,207942.98,392606.6,421163.43,Q2,2023,184663.61999999997,88.8,92.73
FIN-000444,2023-04-30,Central,Finance,Operating Expenses,Utilities,CC-100,309065.57,486130.93,430462.1,Q3,2023,177065.36,57.29,88.55
FIN-000445,2022-04-17,Central,Finance,Revenue,Services,CC-200,80266.18,472979.31,378671.78,Q2,2023,392713.13,489.26,80.06
FIN-000446,2023-12-02,West,Marketing,Revenue,Software,CC-200,133378.18,260432.67,263324.98,Q3,2023,127054.49000000002,95.26,98.89
FIN-000447,2024-05-29,North,Customer Support,Marketing,Utilities,CC-400,130964.01,366439.76,480732.42,Q4,2024,235475.75,179.8,68.81
FIN-000448,2022-01-17,South,Marketing,Interest,Travel,CC-300,46960.86,458722.31,308192.86,Q3,2024,411761.45,876.82,67.19
FIN-000449,2024-06-08,West,Finance,R&D,Materials,CC-400,470397.26,92120.97,101013.66,Q1,2024,-378276.29000000004,-80.42,90.35
FIN-000450,2024-09-10,Central,HR,COGS,Salaries,CC-500,221467.5,526871.05,306386.69,Q4,2022,305403.55000000005,137.9,58.15
FIN-000451,2023-08-16,North,Marketing,Operating Expenses,Other,CC-400,438267.07,334385.1,303284.55,Q4,2023,-103881.97000000003,-23.7,90.7
FIN-000452,2023-08-01,North,Finance,COGS,Utilities,CC-500,118679.87,161082.51,336101.64,Q1,2022,42402.640000000014,35.73,-8.65
FIN-000453,2024-09-22,East,R&D,COGS,Equipment,CC-500,386251.71,292054.48,59741.42,Q1,2022,-94197.23000000004,-24.39,20.46
FIN-000454,2022-06-19,West,Operations,Administrative,Other,CC-400,404004.46,407258.14,360918.77,Q1,2022,3253.679999999993,0.81,88.62
FIN-000455,2024-05-28,South,Customer Support,R&D,Rent,CC-200,12243.75,453081.11,215087.97,Q1,2023,440837.36,3600.51,47.47
FIN-000456,2023-05-23,East,Finance,R&D,Other,CC-400,26706.4,175027.47,320940.51,Q3,2022,148321.07,555.38,16.63
FIN-000457,2022-11-09,North,Engineering,Depreciation,Rent,CC-500,461310.02,193493.28,479526.2,Q1,2022,-267816.74,-58.06,-47.83
FIN-000458,2024-11-13,East,Engineering,Revenue,Materials,CC-100,288720.61,451276.29,182043.3,Q1,2022,162555.68,56.3,40.34
FIN-000459,2023-01-18,Central,Finance,Depreciation,Travel,CC-500,149421.51,462964.56,290970.57,Q1,2024,313543.05,209.84,62.85
FIN-000460,2023-05-26,West,Customer Support,Operating Expenses,Other,CC-300,101158.58,380539.09,402646.83,Q3,2022,279380.51,276.18,94.19
FIN-000461,2023-07-30,South,Finance,Revenue,Utilities,CC-100,410754.04,378432.11,70934.19,Q2,2023,-32321.929999999993,-7.87,18.74
FIN-000462,2022-08-24,South,Finance,R&D,Materials,CC-400,104860.01,144221.36,190029.26,Q2,2024,39361.34999999999,37.54,68.24
FIN-000463,2023-06-24,North,R&D,R&D,Software,CC-500,423435.1,526215.08,78521.3,Q4,2023,102779.97999999998,24.27,14.92
FIN-000464,2023-05-22,East,Marketing,Depreciation,Equipment,CC-100,314926.74,468817.08,438098.47,Q3,2024,153890.34000000003,48.87,93.45
FIN-000465,2024-05-28,South,Sales,Administrative,Travel,CC-200,333499.04,480483.57,403462.43,Q3,2023,146984.53000000003,44.07,83.97
FIN-000466,2023-02-11,South,Marketing,Operating Expenses,Rent,CC-400,224360.78,113994.89,170827.92,Q3,2022,-110365.89,-49.19,50.14
FIN-000467,2024-08-28,Central,Finance,Operating Expenses,Other,CC-500,27680.84,541223.78,23966.69,Q3,2024,513542.94,1855.23,4.43
FIN-000468,2022-07-31,Central,Customer Support,Marketing,Salaries,CC-300,281818.2,249486.89,218298.64,Q3,2024,-32331.309999999998,-11.47,87.5
FIN-000469,2024-10-25,North,Marketing,Marketing,Salaries,CC-200,359753.64,377574.41,17874.06,Q2,2024,17820.76999999996,4.95,4.73
FIN-000470,2023-01-07,East,Sales,COGS,Equipment,CC-300,11498.17,495087.91,158294.74,Q2,2024,483589.74,4205.8,31.97
FIN-000471,2023-01-22,Central,Sales,Operating Expenses,Software,CC-100,22745.22,62666.4,116442.08,Q4,2023,39921.18,175.51,14.19
FIN-000472,2022-11-01,East,R&D,Operating Expenses,Rent,CC-300,454461.06,180506.86,128290.26,Q2,2024,-273954.2,-60.28,71.07
FIN-000473,2023-04-15,North,Customer Support,Revenue,Software,CC-500,343370.61,207568.46,361409.23,Q2,2022,-135802.15,-39.55,25.88
FIN-000474,2022-09-04,West,Sales,Interest,Utilities,CC-500,397452.45,427506.53,371151.84,Q4,2022,30054.080000000016,7.56,86.82
FIN-000475,2022-09-28,North,Customer Support,Revenue,Salaries,CC-300,22990.73,168195.23,369923.68,Q3,2023,145204.5,631.58,-19.94
FIN-000476,2024-04-01,West,Operations,Marketing,Other,CC-100,206341.37,219793.51,428098.28,Q3,2023,13452.140000000014,6.52,5.23
FIN-000477,2022-03-20,Central,Customer Support,Interest,Software,CC-500,376092.11,213713.08,414424.74,Q4,2024,-162379.03,-43.18,6.08
FIN-000478,2023-07-15,South,Finance,COGS,Travel,CC-500,54838.74,502290.58,329491.85,Q2,2024,447451.84,815.94,65.6
FIN-000479,2023-01-29,North,Customer Support,R&D,Services,CC-300,102303.68,9843.79,124973.52,Q2,2022,-92459.88999999998,-90.38,-1069.57
FIN-000480,2022-10-27,East,HR,Marketing,Travel,CC-300,259340.08,84086.93,189698.9,Q2,2022,-175253.15,-67.58,-25.6
FIN-000481,2024-05-23,East,HR,Revenue,Utilities,CC-100,447750.37,511152.67,219399.72,Q4,2023,63402.29999999999,14.16,42.92
FIN-000482,2022-02-06,West,Customer Support,R&D,Services,CC-200,171133.18,338457.78,370250.09,Q4,2023,167324.60000000003,97.77,90.61
FIN-000483,2023-02-13,East,HR,Interest,Materials,CC-400,415629.26,57161.49,283099.7,Q4,2024,-358467.77,-86.25,-295.26
FIN-000484,2022-07-06,Central,Engineering,Administrative,Equipment,CC-400,14505.47,264997.36,388355.31,Q4,2022,250491.88999999998,1726.88,53.45
FIN-000485,2022-04-15,West,HR,COGS,Travel,CC-400,99195.86,515793.49,90185.43,Q3,2023,416597.63,419.97,17.48
FIN-000486,2024-02-18,South,Finance,Revenue,Materials,CC-300,152257.24,417684.85,127722.23,Q3,2024,265427.61,174.33,30.58
FIN-000487,2024-04-14,North,Finance,Marketing,Rent,CC-500,357467.68,146732.53,38246.57,Q4,2023,-210735.15,-58.95,26.07
FIN-000488,2024-12-11,West,Engineering,Marketing,Utilities,CC-500,293852.37,243516.98,308003.5,Q2,2024,-50335.389999999985,-17.13,73.52
FIN-000489,2023-09-20,Central,Operations,Depreciation,Salaries,CC-200,139547.87,273972.14,502211.7,Q4,2023,134424.27000000002,96.33,16.69
FIN-000490,2023-04-19,West,Finance,COGS,Utilities,CC-500,294933.46,422506.32,286709.13,Q1,2024,127572.85999999999,43.25,67.86
FIN-000491,2023-03-31,Central,Operations,Marketing,Equipment,CC-300,445983.02,429801.33,121651.64,Q2,2023,-16181.690000000002,-3.63,28.3
FIN-000492,2023-11-20,West,Finance,COGS,Travel,CC-100,240003.97,167204.78,323972.81,Q3,2023,-72799.19,-30.33,6.24
FIN-000493,2024-05-22,West,Customer Support,Depreciation,Utilities,CC-100,351075.78,401545.43,356478.67,Q4,2022,50469.649999999965,14.38,88.78
FIN-000494,2024-09-08,South,Engineering,Operating Expenses,Materials,CC-400,179296.71,535763.29,304283.48,Q4,2023,356466.5800000001,198.81,56.79
FIN-000495,2022-05-06,West,Customer Support,Revenue,Travel,CC-400,359182.37,47334.26,199130.44,Q1,2024,-311848.11,-86.82,-220.69
FIN-000496,2024-11-10,Central,Operations,Depreciation,Equipment,CC-100,434843.51,449881.85,432999.32,Q1,2022,15038.339999999967,3.46,96.25
FIN-000497,2024-05-24,West,Operations,Operating Expenses,Materials,CC-400,287677.41,329651.15,260200.52,Q1,2023,41973.74000000005,14.59,78.93
FIN-000498,2022-04-16,East,Operations,Interest,Equipment,CC-400,199219.78,214323.67,514434.64,Q2,2024,15103.890000000014,7.58,-40.03
FIN-000499,2023-09-16,South,Engineering,Interest,Utilities,CC-200,379584.01,436029.71,133356.11,Q4,2022,56445.70000000001,14.87,30.58
FIN-000500,2022-08-14,Central,Engineering,Operating Expenses,Travel,CC-100,478498.01,184624.35,123081.41,Q1,2023,-293873.66000000003,-61.42,66.67
FIN-000501,2023-07-06,North,R&D,Marketing,Software,CC-200,43397.37,189629.59,47427.76,Q1,2023,146232.22,336.96,25.01
FIN-000502,2024-01-15,West,Finance,Interest,Salaries,CC-400,263037.59,279247.27,212849.77,Q1,2024,16209.679999999993,6.16,76.22
FIN-000503,2023-07-29,Central,Engineering,R&D,Other,CC-500,99183.32,256075.82,135960.07,Q2,2022,156892.5,158.18,53.09
FIN-000504,2023-12-20,East,Operations,Marketing,Rent,CC-400,144270.23,80099.06,434780.49,Q3,2022,-64171.17000000001,-44.48,-342.8
FIN-000505,2024-05-06,West,R&D,Revenue,Software,CC-400,321710.6,21681.26,274696.83,Q4,2022,-300029.33999999997,-93.26,-1066.98
FIN-000506,2023-05-21,East,Sales,Marketing,Utilities,CC-200,480298.56,350883.31,39720.48,Q3,2022,-129415.25,-26.94,11.32
FIN-000507,2023-10-18,West,Marketing,Revenue,Equipment,CC-300,427989.08,189530.46,191658.79,Q1,2023,-238458.62000000002,-55.72,98.88
FIN-000508,2022-04-08,West,Engineering,R&D,Rent,CC-300,136225.49,291655.16,364458.67,Q4,2024,155429.66999999998,114.1,75.04
FIN-000509,2023-01-08,North,R&D,Administrative,Rent,CC-500,21844.35,119372.06,257274.03,Q3,2022,97527.70999999999,446.47,-15.52
FIN-000510,2022-03-25,North,Operations,R&D,Other,CC-400,303672.98,315708.13,188763.36,Q3,2023,12035.150000000023,3.96,59.79
FIN-000511,2022-01-02,East,Engineering,Interest,Utilities,CC-300,271590.17,187431.56,88300.97,Q1,2022,-84158.60999999999,-30.99,47.11
FIN-000512,2022-04-17,South,Engineering,R&D,Software,CC-500,235535.06,339027.64,349095.99,Q3,2023,103492.58000000002,43.94,97.03
FIN-000513,2023-10-21,West,Operations,Depreciation,Utilities,CC-400,242862.32,374862.54,99834.64,Q4,2022,132000.21999999997,54.35,26.63
FIN-000514,2023-03-11,North,R&D,Revenue,Materials,CC-100,299936.81,9639.71,453701.48,Q1,2023,-290297.1,-96.79,-4506.59
FIN-000515,2023-08-08,South,Operations,R&D,Travel,CC-500,204554.45,241701.84,514547.68,Q1,2022,37147.389999999985,18.16,-12.89
FIN-000516,2024-08-24,East,Engineering,Operating Expenses,Services,CC-300,93911.98,401473.15,291426.18,Q2,2024,307561.17000000004,327.5,72.59
FIN-000517,2023-07-28,Central,Marketing,Marketing,Software,CC-400,136984.24,408960.81,68848.72,Q2,2024,271976.57,198.55,16.84
FIN-000518,2022-07-26,North,Finance,Marketing,Materials,CC-500,41298.4,214384.6,359312.44,Q4,2024,173086.2,419.11,32.4
FIN-000519,2024-06-01,West,HR,Interest,Software,CC-200,37464.5,452959.99,76909.24,Q1,2024,415495.49,1109.04,16.98
FIN-000520,2023-01-14,North,Sales,Revenue,Travel,CC-500,435026.79,360455.28,469869.78,Q4,2023,-74571.50999999995,-17.14,69.65
FIN-000521,2023-06-01,West,Customer Support,Depreciation,Salaries,CC-300,71436.37,544142.37,308429.11,Q1,2024,472706.0,661.72,56.68
FIN-000522,2024-10-03,North,Finance,Administrative,Utilities,CC-400,43772.12,285787.15,417978.96,Q2,2022,242015.03000000003,552.9,53.74
FIN-000523,2024-01-15,East,Engineering,Interest,Equipment,CC-100,414923.44,211515.75,328324.94,Q2,2024,-203407.69,-49.02,44.78
FIN-000524,2023-11-16,East,Customer Support,Depreciation,Other,CC-100,477236.66,506272.71,277785.15,Q1,2024,29036.050000000047,6.08,54.87
FIN-000525,2023-09-16,East,R&D,Depreciation,Services,CC-500,110811.96,226678.15,277390.93,Q2,2023,115866.18999999999,104.56,77.63
FIN-000526,2022-08-17,East,Operations,Interest,Rent,CC-200,381071.81,355077.72,386841.17,Q4,2022,-25994.090000000026,-6.82,91.05
FIN-000527,2022-07-18,East,Customer Support,COGS,Travel,CC-100,89646.43,455571.94,470211.05,Q3,2023,365925.51,408.19,96.79
FIN-000528,2022-01-28,West,Finance,Interest,Other,CC-200,343567.15,257658.3,120873.83,Q4,2023,-85908.85000000003,-25.0,46.91
FIN-000529,2022-09-24,West,Operations,Depreciation,Equipment,CC-500,343071.72,247468.8,67190.96,Q1,2024,-95602.91999999998,-27.87,27.15
FIN-000530,2023-11-10,Central,Sales,Depreciation,Materials,CC-400,220358.67,164389.79,37814.17,Q3,2022,-55968.880000000005,-25.4,23.0
FIN-000531,2024-01-09,East,Finance,COGS,Travel,CC-400,442185.84,529476.78,451899.75,Q2,2022,87290.94,19.74,85.35
FIN-000532,2024-01-11,South,Finance,Depreciation,Services,CC-100,69314.25,519639.45,71540.33,Q3,2023,450325.2,649.69,13.77
FIN-000533,2024-12-19,West,Customer Support,Marketing,Salaries,CC-100,243508.95,260489.23,330266.84,Q3,2023,16980.28,6.97,73.21
FIN-000534,2024-02-01,West,Operations,Interest,Salaries,CC-100,304853.78,185355.94,169072.28,Q3,2022,-119497.84000000003,-39.2,91.21
FIN-000535,2023-05-03,Central,Engineering,COGS,Salaries,CC-100,381932.0,77255.96,296835.98,Q1,2023,-304676.04,-79.77,-184.22
FIN-000536,2023-07-20,West,Operations,Interest,Rent,CC-500,79916.0,266942.64,52405.25,Q1,2022,187026.64,234.03,19.63
FIN-000537,2023-03-07,North,Marketing,Interest,Materials,CC-200,272116.23,492554.75,305542.79,Q3,2022,220438.52000000002,81.01,62.03
FIN-000538,2024-02-26,West,Operations,Interest,Equipment,CC-300,232930.21,479097.13,457629.62,Q3,2022,246166.92,105.68,95.52
FIN-000539,2022-06-28,North,R&D,COGS,Rent,CC-500,214042.76,70989.59,144895.74,Q3,2023,-143053.17,-66.83,-4.11
FIN-000540,2022-08-06,Central,HR,COGS,Equipment,CC-100,186076.06,271350.97,173410.33,Q1,2023,85274.90999999997,45.83,63.91
FIN-000541,2022-09-25,North,Customer Support,Revenue,Materials,CC-100,498494.1,450058.81,120455.3,Q3,2022,-48435.28999999998,-9.72,26.76
FIN-000542,2022-09-04,South,R&D,Administrative,Utilities,CC-100,93351.06,460575.32,75346.52,Q3,2023,367224.26,393.38,16.36
FIN-000543,2022-03-26,West,Finance,Operating Expenses,Salaries,CC-300,378962.17,514403.03,45994.2,Q2,2024,135440.86000000004,35.74,8.94
FIN-000544,2023-01-26,South,Marketing,R&D,Other,CC-200,194685.43,118101.87,351496.53,Q3,2024,-76583.56,-39.34,-97.62
FIN-000545,2023-01-31,East,Operations,Depreciation,Travel,CC-100,328052.67,232839.99,186042.75,Q4,2023,-95212.68,-29.02,79.9
FIN-000546,2024-07-01,Central,HR,Administrative,Equipment,CC-400,494266.41,525296.61,243079.37,Q2,2024,31030.20000000001,6.28,46.27
